Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Jorge Agustín Rodríguez,ar ARG,"MF,DF",27.0,27,2321.0,86.0,95.5,25.8,27,86.0,22,0,,0,1.67,32.0,21.0,11.0,0.43,0.43,30.6,20.1,10.4,0.4,1.04,Matches
Benjamín Rollheiser,ar ARG,"MF,FW",22.0,27,2021.0,75.0,83.2,22.5,26,77.0,7,1,32.0,0,1.67,27.0,19.0,8.0,0.36,-0.3,25.4,19.0,6.4,0.28,-0.44,Matches
Mariano Andújar,ar ARG,GK,39.0,25,2250.0,90.0,92.6,25.0,25,90.0,25,0,,1,1.8,34.0,19.0,15.0,0.6,2.6,31.2,20.3,10.9,0.44,1.07,Matches
Santiago Ascacíbar,ar ARG,MF,25.0,26,2185.0,84.0,89.9,24.3,25,86.0,20,1,45.0,0,1.73,35.0,21.0,14.0,0.58,1.68,30.4,21.6,8.8,0.36,-0.01,Matches
Luciano Lollo,ar ARG,DF,35.0,23,2065.0,90.0,85.0,22.9,23,90.0,21,0,,4,1.87,31.0,18.0,13.0,0.57,1.06,27.9,19.6,8.2,0.36,0.01,Matches
Zaid Romero,ar ARG,DF,23.0,22,1905.0,87.0,78.4,21.2,22,87.0,21,0,,2,1.64,26.0,17.0,9.0,0.43,0.08,26.9,16.5,10.4,0.49,0.61,Matches
Leonardo Godoy,ar ARG,"DF,FW",27.0,22,1774.0,81.0,73.0,19.7,21,84.0,16,1,18.0,0,1.77,32.0,19.0,13.0,0.66,0.93,25.3,16.5,8.8,0.45,0.32,Matches
Mauro Boselli,ar ARG,FW,37.0,22,1367.0,62.0,56.3,15.2,17,73.0,3,5,25.0,1,1.59,19.0,12.0,7.0,0.46,0.12,17.5,10.0,7.4,0.49,0.31,Matches
Fernando Zuqui,ar ARG,MF,31.0,24,1446.0,60.0,59.5,16.1,16,76.0,6,8,29.0,1,1.71,22.0,17.0,5.0,0.31,-0.24,18.1,17.3,0.8,0.05,-0.76,Matches
Gastón Benedetti,ar ARG,"DF,FW",21.0,16,1403.0,88.0,57.7,15.6,16,88.0,13,0,,4,2.06,25.0,9.0,16.0,1.03,1.46,19.9,12.1,7.8,0.5,0.33,Matches
Santiago Núñez,ar ARG,DF,22.0,16,1293.0,81.0,53.2,14.4,15,81.0,12,1,75.0,7,1.88,20.0,8.0,12.0,0.84,0.91,19.2,12.4,6.8,0.48,0.25,Matches
Emmanuel Más,ar ARG,DF,34.0,15,1058.0,71.0,43.5,11.8,12,85.0,11,3,12.0,12,1.47,10.0,15.0,-5.0,-0.43,-1.47,13.6,11.9,1.7,0.15,-0.37,Matches
Guido Carrillo,ar ARG,FW,31.0,17,761.0,45.0,31.3,8.5,8,72.0,2,9,21.0,1,1.59,8.0,8.0,0.0,0.0,-0.59,9.3,7.6,1.7,0.2,-0.23,Matches
Mauro Méndez,uy URU,"FW,MF",24.0,19,734.0,39.0,30.2,8.2,8,64.0,0,11,20.0,8,1.53,14.0,9.0,5.0,0.61,0.29,12.8,8.1,4.6,0.57,0.3,Matches
José Sosa,ar ARG,"MF,FW",37.0,17,802.0,47.0,33.0,8.9,7,72.0,3,10,30.0,3,1.65,14.0,8.0,6.0,0.67,0.4,15.1,6.5,8.6,0.96,0.9,Matches
Eros Mancuso,ar ARG,DF,23.0,12,712.0,59.0,29.3,7.9,7,86.0,5,5,22.0,15,1.25,4.0,7.0,-3.0,-0.38,-1.11,8.9,8.8,0.1,0.01,-0.48,Matches
Matías Godoy,ar ARG,"MF,FW",21.0,19,707.0,37.0,29.1,7.9,5,71.0,2,14,25.0,6,1.58,9.0,10.0,-1.0,-0.13,-0.75,9.7,9.9,-0.1,-0.02,-0.53,Matches
Pablo Piatti,ar ARG,"MF,FW",33.0,8,368.0,46.0,15.1,4.1,4,70.0,0,4,22.0,2,1.38,4.0,5.0,-1.0,-0.24,-0.77,5.0,3.8,1.3,0.31,-0.06,Matches
Franco Zapiola,ar ARG,"MF,FW",21.0,9,335.0,37.0,13.8,3.7,3,65.0,0,6,23.0,11,1.56,8.0,4.0,4.0,1.07,0.77,4.7,3.8,0.9,0.23,-0.14,Matches
Ezequiel Muñoz,ar ARG,DF,32.0,5,298.0,60.0,12.3,3.3,3,88.0,2,2,17.0,15,2.0,2.0,1.0,1.0,0.3,-0.12,2.3,1.7,0.6,0.21,-0.17,Matches
Juan Guasone,ar ARG,DF,21.0,6,221.0,37.0,9.1,2.5,2,76.0,1,4,18.0,17,1.67,1.0,2.0,-1.0,-0.41,-0.9,1.3,1.4,-0.1,-0.05,-0.45,Matches
Daniel Sappa,ar ARG,GK,27.0,2,180.0,90.0,7.4,2.0,2,90.0,2,0,,24,0.0,1.0,5.0,-4.0,-2.0,-2.6,2.1,3.4,-1.3,-0.64,-1.07,Matches
Mateo Pellegrino,ar ARG,"FW,MF",21.0,9,219.0,24.0,9.0,2.4,1,61.0,0,8,20.0,17,1.33,2.0,3.0,-1.0,-0.41,-0.9,3.7,1.9,1.8,0.75,0.43,Matches
Nicolás Fernández,ar ARG,"DF,FW",20.0,2,97.0,49.0,4.0,1.1,1,77.0,0,1,20.0,1,1.5,1.0,4.0,-3.0,-2.78,-3.32,1.2,2.7,-1.5,-1.43,-1.86,Matches
Nicolás Palavecino,ar ARG,"MF,FW",19.0,2,62.0,31.0,2.6,0.7,1,45.0,0,1,17.0,8,2.0,1.0,0.0,1.0,1.45,1.07,1.3,0.1,1.2,1.7,1.38,Matches
Martiniano Moreno,ar ARG,"FW,MF",19.0,3,66.0,22.0,2.7,0.7,0,,0,3,22.0,1,2.0,2.0,1.0,1.0,1.36,0.98,2.3,1.7,0.6,0.84,0.5,Matches
Deian Verón,ar ARG,MF,22.0,2,38.0,19.0,1.6,0.4,0,,0,2,19.0,25,0.5,0.0,2.0,-2.0,-4.74,-5.23,0.3,1.1,-0.7,-1.73,-2.12,Matches
Axel Atum,ar ARG,"FW,MF",17.0,2,33.0,17.0,1.4,0.4,0,,0,2,17.0,4,2.0,1.0,0.0,1.0,2.73,2.35,0.4,0.2,0.2,0.61,0.25,Matches
Gonzalo Piñeiro,ar ARG,MF,22.0,1,9.0,9.0,0.4,0.1,0,,0,1,9.0,7,3.0,0.0,0.0,0.0,0.0,-0.41,0.0,0.0,0.0,-0.42,-0.78,Matches
Bautista Biffi,ar ARG,DF,21.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Mateo Burdisso,ar ARG,DF,21.0,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Fabricio Iacovich,ar ARG,GK,21.0,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
Ezequiel Orbe,ar ARG,DF,17.0,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
Carlos Pachamé,ar ARG,MF,21.0,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Blas Palavecino,ar ARG,FW,19.0,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Squad Total,,,28.8,27,2430.0,90.0,100.0,27.0,297,82.0,194,103,23.0,218,1.67,35.0,24.0,11.0,0.41,,33.3,23.6,9.6,0.36,,
Opponent Total,,,26.9,27,2430.0,90.0,100.0,27.0,297,82.0,167,123,22.0,197,1.0,24.0,35.0,-11.0,-0.41,,23.6,33.3,-9.6,-0.36,,
