Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Alejandro Medina,ar ARG,GK,35.0,27.0,,,,,,,,,,,,,,,0,,,,,,,,,Matches
Adrián Sporle,ar ARG,DF,27.0,22.8,738.0,1086.0,68.0,12721.0,6433.0,358.0,431.0,83.1,299.0,440.0,68.0,68.0,152.0,44.7,0,0.8,1.2,-0.8,15.0,57.0,10.0,4.0,95.0,Matches
Felipe Peña,ar ARG,MF,21.0,21.2,659.0,871.0,75.7,12495.0,4506.0,267.0,333.0,80.2,271.0,333.0,81.4,105.0,152.0,69.1,1,0.4,0.4,0.6,8.0,86.0,6.0,1.0,99.0,Matches
Lautaro Guzmán,ar ARG,"FW,MF",23.0,20.8,445.0,692.0,64.3,7442.0,2320.0,241.0,294.0,82.0,135.0,200.0,67.5,51.0,133.0,38.3,3,2.8,3.1,0.2,26.0,45.0,27.0,18.0,50.0,Matches
Lucas Souto,ar ARG,DF,24.0,20.7,571.0,873.0,65.4,9193.0,4698.0,276.0,345.0,80.0,249.0,380.0,65.5,32.0,95.0,33.7,1,1.6,1.6,-0.6,14.0,54.0,10.0,6.0,76.0,Matches
Joaquín Pombo,ar ARG,DF,21.0,18.9,446.0,618.0,72.2,8547.0,3241.0,149.0,186.0,80.1,256.0,311.0,82.3,35.0,101.0,34.7,0,0.2,0.5,-0.2,3.0,24.0,0.0,0.0,26.0,Matches
Maximiliano Centurión,ar ARG,DF,23.0,19.6,591.0,823.0,71.8,13134.0,6146.0,135.0,177.0,76.3,365.0,431.0,84.7,90.0,191.0,47.1,0,0.1,0.2,-0.1,3.0,31.0,2.0,0.0,51.0,Matches
Santiago Toloza,ar ARG,"MF,FW",20.0,18.3,501.0,661.0,75.8,7761.0,2120.0,290.0,339.0,85.5,129.0,163.0,79.1,55.0,103.0,53.4,1,2.2,2.3,-1.2,28.0,53.0,18.0,7.0,69.0,Matches
Néstor Breitenbruch,ar ARG,DF,27.0,16.9,492.0,731.0,67.3,9508.0,4618.0,189.0,232.0,81.5,237.0,307.0,77.2,63.0,160.0,39.4,1,1.0,0.3,0.0,6.0,55.0,6.0,3.0,60.0,Matches
Flabián Londoño,co COL,"FW,MF",22.0,12.8,125.0,183.0,68.3,1611.0,299.0,81.0,110.0,73.6,34.0,50.0,68.0,4.0,7.0,57.1,0,0.5,0.3,-0.5,7.0,11.0,5.0,1.0,16.0,Matches
Gonzalo Muscia,ar ARG,MF,23.0,12.7,309.0,438.0,70.5,5348.0,1834.0,149.0,179.0,83.2,124.0,165.0,75.2,33.0,60.0,55.0,0,0.7,0.4,-0.7,7.0,36.0,3.0,1.0,42.0,Matches
Tiago Banega,ar ARG,MF,23.0,10.9,367.0,497.0,73.8,6618.0,2147.0,157.0,195.0,80.5,152.0,185.0,82.2,45.0,79.0,57.0,2,1.2,1.1,0.8,14.0,64.0,9.0,1.0,69.0,Matches
Lucas Brochero,ar ARG,"FW,MF",24.0,10.3,200.0,354.0,56.5,3336.0,1228.0,96.0,132.0,72.7,73.0,113.0,64.6,22.0,63.0,34.9,3,2.8,2.4,0.2,22.0,17.0,11.0,7.0,28.0,Matches
Facundo Pons,ar ARG,FW,27.0,10.1,161.0,243.0,66.3,2338.0,413.0,91.0,122.0,74.6,47.0,69.0,68.1,13.0,18.0,72.2,1,0.6,0.3,0.4,8.0,13.0,2.0,1.0,13.0,Matches
Braian Rivero,ar ARG,MF,26.0,9.6,322.0,457.0,70.5,5643.0,1743.0,149.0,183.0,81.4,129.0,172.0,75.0,34.0,69.0,49.3,0,0.3,0.3,-0.3,7.0,42.0,5.0,1.0,49.0,Matches
Luís Leal,st STP,FW,35.0,9.6,110.0,178.0,61.8,1266.0,186.0,77.0,103.0,74.8,18.0,37.0,48.6,5.0,12.0,41.7,0,0.1,0.4,-0.1,4.0,4.0,1.0,0.0,8.0,Matches
Ignacio Gariglio,ar ARG,DF,24.0,8.2,229.0,325.0,70.5,4749.0,2181.0,71.0,95.0,74.7,126.0,146.0,86.3,29.0,74.0,39.2,0,0.1,0.2,-0.1,2.0,10.0,1.0,0.0,19.0,Matches
Facundo Cardozo,ar ARG,DF,27.0,7.1,263.0,341.0,77.1,5066.0,2239.0,86.0,97.0,88.7,145.0,177.0,81.9,27.0,56.0,48.2,0,0.1,0.2,-0.1,3.0,25.0,2.0,0.0,30.0,Matches
Franco Vega,ar ARG,"MF,FW",21.0,4.2,165.0,209.0,78.9,3199.0,1044.0,57.0,67.0,85.1,77.0,88.0,87.5,25.0,40.0,62.5,0,0.8,0.2,-0.8,2.0,34.0,3.0,1.0,36.0,Matches
Juan Cuesta,co COL,"MF,FW",20.0,3.8,55.0,97.0,56.7,780.0,244.0,31.0,42.0,73.8,17.0,27.0,63.0,3.0,14.0,21.4,0,0.1,0.2,-0.1,1.0,6.0,2.0,1.0,7.0,Matches
Santiago Paiva,uy URU,"FW,MF",24.0,2.7,23.0,33.0,69.7,241.0,25.0,15.0,18.0,83.3,5.0,11.0,45.5,1.0,1.0,100.0,0,0.1,0.2,-0.1,2.0,0.0,1.0,0.0,2.0,Matches
Daniel Lucero,ar ARG,"FW,MF",20.0,2.5,50.0,77.0,64.9,721.0,205.0,31.0,36.0,86.1,11.0,21.0,52.4,5.0,10.0,50.0,1,0.1,0.3,0.9,3.0,3.0,4.0,3.0,6.0,Matches
Leonardo Marchi,ar ARG,DF,26.0,1.6,51.0,76.0,67.1,1032.0,409.0,21.0,32.0,65.6,22.0,28.0,78.6,8.0,16.0,50.0,0,0.2,0.2,-0.2,2.0,5.0,1.0,1.0,10.0,Matches
Tomás Sives,ar ARG,FW,20.0,1.2,,,,,,,,,,,,,,,0,,,,,,,,,Matches
Juan Peinipil,ar ARG,"FW,MF",21.0,1.1,20.0,37.0,54.1,333.0,120.0,10.0,18.0,55.6,7.0,10.0,70.0,2.0,5.0,40.0,0,0.3,0.0,-0.3,1.0,2.0,1.0,0.0,3.0,Matches
Tobías Zarate,ar ARG,"MF,FW",22.0,0.6,19.0,21.0,90.5,257.0,30.0,12.0,13.0,92.3,6.0,6.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Matches
Emiliano Viveros,ar ARG,MF,20.0,0.2,4.0,5.0,80.0,88.0,35.0,2.0,3.0,66.7,1.0,1.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Matches
Squad Total,,,25.4,27.0,6916.0,9926.0,69.7,123427.0,48464.0,3041.0,3782.0,80.4,2935.0,3871.0,75.8,756.0,1612.0,46.9,14,17.0,16.4,-3.0,188.0,679.0,130.0,57.0,866.0,
Opponent Total,,,27.2,27.0,9366.0,12501.0,74.9,180837.0,71031.0,3726.0,4411.0,84.5,4085.0,4974.0,82.1,1347.0,2428.0,55.5,19,23.8,25.5,-4.8,282.0,854.0,235.0,68.0,1155.0,
