Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Alejandro Medina,ar ARG,GK,35.0,27.0,,,,,,,,,,,,,,,,,Matches
Adrián Sporle,ar ARG,DF,27.0,22.8,33.0,1.44,26.0,4.0,1.0,1.0,0.0,1.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Felipe Peña,ar ARG,MF,21.0,21.2,22.0,1.04,19.0,1.0,1.0,0.0,1.0,0.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Lautaro Guzmán,ar ARG,"FW,MF",23.0,20.8,62.0,2.98,28.0,13.0,11.0,6.0,4.0,0.0,4.0,0.19,3.0,0.0,1.0,0.0,0.0,0.0,Matches
Lucas Souto,ar ARG,DF,24.0,20.7,36.0,1.74,25.0,5.0,1.0,2.0,2.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Joaquín Pombo,ar ARG,DF,21.0,18.9,8.0,0.42,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Maximiliano Centurión,ar ARG,DF,23.0,19.6,7.0,0.36,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Santiago Toloza,ar ARG,"MF,FW",20.0,18.3,67.0,3.66,46.0,12.0,5.0,0.0,4.0,0.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Néstor Breitenbruch,ar ARG,DF,27.0,16.9,11.0,0.65,9.0,0.0,0.0,2.0,0.0,0.0,1.0,0.06,0.0,0.0,0.0,1.0,0.0,0.0,Matches
Flabián Londoño,co COL,"FW,MF",22.0,12.8,17.0,1.33,10.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gonzalo Muscia,ar ARG,MF,23.0,12.7,14.0,1.1,12.0,0.0,1.0,0.0,1.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Tiago Banega,ar ARG,MF,23.0,10.9,24.0,2.21,20.0,0.0,1.0,2.0,1.0,0.0,2.0,0.18,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Lucas Brochero,ar ARG,"FW,MF",24.0,10.3,38.0,3.68,24.0,9.0,1.0,1.0,3.0,0.0,5.0,0.48,4.0,0.0,0.0,0.0,1.0,0.0,Matches
Facundo Pons,ar ARG,FW,27.0,10.1,21.0,2.07,15.0,0.0,1.0,4.0,0.0,1.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Braian Rivero,ar ARG,MF,26.0,9.6,15.0,1.57,12.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luís Leal,st STP,FW,35.0,9.6,16.0,1.66,9.0,0.0,3.0,2.0,1.0,1.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Ignacio Gariglio,ar ARG,DF,24.0,8.2,5.0,0.61,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Facundo Cardozo,ar ARG,DF,27.0,7.1,6.0,0.84,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Franco Vega,ar ARG,"MF,FW",21.0,4.2,11.0,2.64,8.0,0.0,1.0,1.0,1.0,0.0,2.0,0.48,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Juan Cuesta,co COL,"MF,FW",20.0,3.8,8.0,2.08,3.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Santiago Paiva,uy URU,"FW,MF",24.0,2.7,7.0,2.57,3.0,0.0,0.0,0.0,4.0,0.0,1.0,0.37,0.0,0.0,0.0,0.0,1.0,0.0,Matches
Daniel Lucero,ar ARG,"FW,MF",20.0,2.5,10.0,4.05,5.0,1.0,1.0,2.0,1.0,0.0,1.0,0.41,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Leonardo Marchi,ar ARG,DF,26.0,1.6,3.0,1.84,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tomás Sives,ar ARG,FW,20.0,1.2,,,,,,,,,,,,,,,,,Matches
Juan Peinipil,ar ARG,"FW,MF",21.0,1.1,2.0,1.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tobías Zarate,ar ARG,"MF,FW",22.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Emiliano Viveros,ar ARG,MF,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,25.4,27.0,443.0,16.41,297.0,49.0,34.0,29.0,28.0,6.0,29.0,1.07,25.0,0.0,1.0,1.0,2.0,0.0,
Opponent Total,,,27.2,27.0,654.0,24.22,459.0,59.0,48.0,42.0,39.0,7.0,57.0,2.11,35.0,5.0,3.0,4.0,9.0,1.0,
