Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Malcom Braida,ar ARG,"DF,MF",25.0,24.4,1,23,8,34.8,0.94,0.33,0.04,0.13,20.0,0.0,0,0,1.8,1.8,0.1,-0.8,-0.8,Matches
Rafa Pérez,co COL,DF,33.0,23.6,1,11,2,18.2,0.47,0.08,0.09,0.5,18.8,0.0,0,0,0.8,0.8,0.07,0.2,0.2,Matches
Jalil Elías,ar ARG,MF,26.0,23.2,2,13,4,30.8,0.56,0.17,0.15,0.5,27.0,0.0,0,0,0.5,0.5,0.04,1.5,1.5,Matches
Gastón Hernández,ar ARG,DF,25.0,22.6,1,18,3,16.7,0.8,0.13,0.06,0.33,13.9,0.0,0,0,1.3,1.3,0.07,-0.3,-0.3,Matches
Augusto Batalla,ar ARG,GK,26.0,22.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Adam Bareiro,py PAR,FW,26.0,19.5,5,43,10,23.3,2.21,0.51,0.07,0.3,16.0,7.0,2,2,7.9,6.4,0.15,-2.9,-3.4,Matches
Nahuel Barrios,ar ARG,"MF,FW",24.0,18.8,2,26,8,30.8,1.38,0.43,0.08,0.25,21.7,3.0,0,0,1.8,1.8,0.07,0.2,0.2,Matches
Federico Gattoni,ar ARG,DF,23.0,19.0,1,17,5,29.4,0.89,0.26,0.06,0.2,10.6,0.0,0,0,2.5,2.5,0.14,-1.5,-1.5,Matches
Carlos Sánchez,co COL,"MF,DF",36.0,16.6,0,11,1,9.1,0.66,0.06,0.0,0.0,28.9,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Andrés Vombergar,si SVN,"FW,MF",28.0,15.2,5,33,14,42.4,2.17,0.92,0.09,0.21,11.2,0.0,2,2,5.6,4.5,0.14,-0.6,-1.5,Matches
Agustín Giay,ar ARG,"DF,MF",19.0,10.8,0,7,2,28.6,0.65,0.18,0.0,0.0,21.3,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Gonzalo Luján,ar ARG,"DF,MF",21.0,13.8,0,7,2,28.6,0.51,0.14,0.0,0.0,14.4,0.0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Ivan Leguizamon,py PAR,"MF,FW",20.0,15.2,2,41,12,29.3,2.7,0.79,0.05,0.17,21.7,0.0,0,0,2.5,2.5,0.06,-0.5,-0.5,Matches
Ezequiel Cerutti,ar ARG,"FW,MF",31.0,6.9,0,6,2,33.3,0.86,0.29,0.0,0.0,27.1,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Agustín Martegani,ar ARG,MF,22.0,8.4,0,11,2,18.2,1.31,0.24,0.0,0.0,24.4,1.0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
Gastón Campi,ar ARG,"DF,MF",31.0,7.5,0,2,2,100.0,0.27,0.27,0.0,0.0,11.5,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Facundo Altamirano,ar ARG,GK,26.0,5.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Francisco Perruzzi,ar ARG,MF,21.0,4.9,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Gonzalo Maroni,ar ARG,"MF,FW",23.0,4.4,1,9,3,33.3,2.05,0.68,0.11,0.33,22.7,0.0,0,0,0.6,0.6,0.06,0.4,0.4,Matches
Nicolás Blandi,ar ARG,FW,33.0,3.0,1,4,4,100.0,1.32,1.32,0.25,0.25,10.8,0.0,0,0,1.0,1.0,0.25,0.0,0.0,Matches
Elian Irala,ar ARG,"MF,DF",18.0,3.1,0,4,0,0.0,1.3,0.0,0.0,,27.6,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Diego Calcaterra,ar ARG,DF,21.0,2.0,0,2,2,100.0,0.99,0.99,0.0,0.0,14.3,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Diego Perea,co COL,"MF,FW",20.0,1.7,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Ezequiel Herrera,ar ARG,DF,20.0,1.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Tomás Silva,ar ARG,DF,19.0,0.9,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Siro Rosane,ar ARG,MF,22.0,0.6,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Mariano Peralta,ar ARG,FW,24.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Manuel Insaurralde,ar ARG,"MF,DF",24.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Matías Hernández,ar ARG,FW,17.0,0.0,0,0,0,,0.0,0.0,,,,,0,0,,,,,,Matches
Squad Total,,,26.4,27.0,22,288,86,29.9,10.67,3.19,0.06,0.21,18.6,11.0,4,4,27.4,24.7,0.09,-5.4,-6.7,
Opponent Total,,,27.2,27.0,13,275,84,30.5,10.19,3.11,0.04,0.13,20.8,15.0,2,4,20.8,17.6,0.07,-7.8,-6.6,
