Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Malcom Braida,ar ARG,"DF,MF",25.0,24.4,1300.0,1036.0,255.0,12.0,2.0,3.0,116,238.0,5.0,4.0,0.0,0.0,925.0,9.0,48.0,Matches
Rafa Pérez,co COL,DF,33.0,23.6,810.0,798.0,10.0,9.0,0.0,3.0,1,1.0,0.0,0.0,0.0,0.0,650.0,2.0,8.0,Matches
Jalil Elías,ar ARG,MF,26.0,23.2,1313.0,1204.0,103.0,71.0,1.0,13.0,24,28.0,4.0,3.0,0.0,0.0,1087.0,6.0,19.0,Matches
Gastón Hernández,ar ARG,DF,25.0,22.6,954.0,921.0,29.0,23.0,1.0,3.0,7,6.0,0.0,0.0,0.0,0.0,800.0,4.0,9.0,Matches
Augusto Batalla,ar ARG,GK,26.0,22.0,611.0,325.0,283.0,89.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,337.0,3.0,1.0,Matches
Adam Bareiro,py PAR,FW,26.0,19.5,451.0,410.0,41.0,2.0,0.0,3.0,6,6.0,1.0,0.0,0.0,0.0,302.0,0.0,16.0,Matches
Nahuel Barrios,ar ARG,"MF,FW",24.0,18.8,953.0,842.0,107.0,43.0,1.0,2.0,93,20.0,44.0,15.0,17.0,1.0,759.0,4.0,30.0,Matches
Federico Gattoni,ar ARG,DF,23.0,19.0,754.0,738.0,14.0,14.0,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,666.0,2.0,4.0,Matches
Carlos Sánchez,co COL,"MF,DF",36.0,16.6,621.0,606.0,10.0,10.0,0.0,5.0,6,0.0,0.0,0.0,0.0,0.0,514.0,5.0,4.0,Matches
Andrés Vombergar,si SVN,"FW,MF",28.0,15.2,365.0,358.0,6.0,0.0,1.0,0.0,14,3.0,0.0,0.0,0.0,0.0,254.0,1.0,13.0,Matches
Agustín Giay,ar ARG,"DF,MF",19.0,10.8,466.0,359.0,103.0,4.0,0.0,0.0,28,99.0,0.0,0.0,0.0,0.0,349.0,4.0,15.0,Matches
Gonzalo Luján,ar ARG,"DF,MF",21.0,13.8,452.0,350.0,99.0,2.0,1.0,0.0,37,97.0,0.0,0.0,0.0,0.0,277.0,3.0,20.0,Matches
Ivan Leguizamon,py PAR,"MF,FW",20.0,15.2,362.0,340.0,20.0,3.0,0.0,3.0,63,10.0,7.0,4.0,2.0,0.0,224.0,2.0,32.0,Matches
Ezequiel Cerutti,ar ARG,"FW,MF",31.0,6.9,205.0,185.0,19.0,2.0,0.0,2.0,50,10.0,7.0,2.0,4.0,0.0,125.0,1.0,11.0,Matches
Agustín Martegani,ar ARG,MF,22.0,8.4,424.0,343.0,79.0,33.0,3.0,0.0,73,2.0,44.0,15.0,25.0,0.0,323.0,2.0,6.0,Matches
Gastón Campi,ar ARG,"DF,MF",31.0,7.5,252.0,227.0,24.0,8.0,0.0,0.0,4,16.0,0.0,0.0,0.0,0.0,189.0,1.0,5.0,Matches
Facundo Altamirano,ar ARG,GK,26.0,5.0,134.0,79.0,54.0,17.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,59.0,1.0,0.0,Matches
Francisco Perruzzi,ar ARG,MF,21.0,4.9,156.0,151.0,4.0,3.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,123.0,1.0,10.0,Matches
Gonzalo Maroni,ar ARG,"MF,FW",23.0,4.4,189.0,164.0,24.0,11.0,2.0,0.0,22,2.0,11.0,1.0,4.0,0.0,129.0,1.0,8.0,Matches
Nicolás Blandi,ar ARG,FW,33.0,3.0,55.0,51.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,Matches
Elian Irala,ar ARG,"MF,DF",18.0,3.1,105.0,103.0,2.0,0.0,0.0,3.0,3,2.0,0.0,0.0,0.0,0.0,80.0,0.0,1.0,Matches
Diego Calcaterra,ar ARG,DF,21.0,2.0,38.0,34.0,3.0,2.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,Matches
Diego Perea,co COL,"MF,FW",20.0,1.7,37.0,36.0,1.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,23.0,0.0,2.0,Matches
Ezequiel Herrera,ar ARG,DF,20.0,1.5,53.0,30.0,23.0,1.0,0.0,0.0,2,22.0,0.0,0.0,0.0,0.0,34.0,0.0,3.0,Matches
Tomás Silva,ar ARG,DF,19.0,0.9,33.0,23.0,10.0,0.0,0.0,0.0,1,10.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,Matches
Siro Rosane,ar ARG,MF,22.0,0.6,18.0,18.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,Matches
Mariano Peralta,ar ARG,FW,24.0,0.2,6.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,Matches
Manuel Insaurralde,ar ARG,"MF,DF",24.0,0.2,4.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Matches
Matías Hernández,ar ARG,FW,17.0,0.0,,,,,,,1,,,,,,,,,Matches
Squad Total,,,26.4,27.0,11121.0,9741.0,1327.0,359.0,12.0,45.0,554,574.0,123.0,44.0,52.0,1.0,8332.0,53.0,267.0,
Opponent Total,,,27.2,27.0,11987.0,10687.0,1253.0,375.0,21.0,73.0,438,515.0,107.0,26.0,45.0,0.0,9341.0,47.0,244.0,
