Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Rafael Cabral,br BRA,GK,32.0,37.0,3,0,0,1,5,0,0,0,0,0,1,0,20,4,0,100.0,Matches
Luciano Castán,br BRA,DF,33.0,35.7,7,0,0,25,20,2,3,29,18,0,0,0,172,89,66,57.4,Matches
Marlon,br BRA,DF,25.0,35.5,7,0,0,41,39,1,166,49,72,0,0,0,236,25,39,39.1,Matches
William,br BRA,DF,27.0,29.4,6,0,0,44,48,1,140,49,38,0,0,0,166,30,28,51.7,Matches
Bruno Nascimento,br BRA,"FW,MF",25.0,31.3,4,0,0,25,58,28,80,8,23,2,0,0,117,27,56,32.5,Matches
Neris,br BRA,DF,30.0,23.5,8,0,0,49,11,0,3,35,18,0,1,0,115,59,28,67.8,Matches
Mateus Vital,br BRA,MF,24.0,20.9,0,0,0,17,25,1,42,7,14,0,0,0,116,15,22,40.5,Matches
Machado,br BRA,MF,27.0,25.3,5,0,0,31,24,1,63,33,23,0,0,0,147,16,23,41.0,Matches
Wesley,br BRA,"FW,MF",23.0,19.7,6,0,0,51,45,3,42,12,23,0,0,0,98,53,34,60.9,Matches
Jussa,br BRA,MF,26.0,19.6,9,0,0,44,7,0,3,15,23,0,0,0,100,25,22,53.2,Matches
Lucas Silva,br BRA,MF,29.0,16.4,3,0,0,20,20,1,71,9,18,0,0,0,104,16,15,51.6,Matches
Arthur,br BRA,"FW,MF",24.0,15.0,3,0,0,25,25,5,29,5,7,0,0,0,61,4,13,23.5,Matches
Lucas Oliveira,br BRA,DF,26.0,14.6,7,2,2,9,13,0,2,21,10,0,0,0,79,32,13,71.1,Matches
Gilberto,br BRA,FW,33.0,12.1,4,0,0,21,11,4,6,1,8,0,0,0,24,17,40,29.8,Matches
Matheus Pereira,pt POR,"FW,MF",26.0,11.4,1,0,0,14,21,1,54,6,4,1,0,0,44,11,18,37.9,Matches
Nikão,br BRA,"FW,MF",30.0,8.9,1,0,0,12,17,3,42,6,10,0,0,0,41,13,11,54.2,Matches
Ian Luccas,br BRA,MF,19.0,5.3,2,0,0,13,5,2,2,5,7,0,0,0,21,9,14,39.1,Matches
Helibelton Palacios,co COL,DF,29.0,7.0,4,0,0,25,6,0,13,5,12,0,0,0,25,15,15,50.0,Matches
Rafael Elias,br BRA,FW,23.0,6.0,3,0,0,16,7,2,6,1,5,0,0,0,12,10,26,27.8,Matches
Neto Moura,br BRA,MF,26.0,5.5,1,0,0,12,1,1,4,7,3,0,0,0,28,3,7,30.0,Matches
Ramiro Benetti,br BRA,MF,29.0,4.5,3,0,0,7,0,0,4,1,6,0,0,0,28,1,10,9.1,Matches
Richard,br BRA,MF,28.0,3.8,2,0,0,6,7,2,2,7,6,0,0,0,30,7,3,70.0,Matches
João Wellington,br BRA,MF,19.0,4.1,1,0,0,3,8,0,0,1,4,0,0,0,18,6,4,60.0,Matches
Kaiki,br BRA,"DF,FW",19.0,2.5,1,0,0,11,7,1,4,5,6,0,0,0,19,2,3,40.0,Matches
Wallisson Luiz,br BRA,MF,25.0,4.4,3,0,0,17,9,0,1,7,11,0,0,0,29,9,14,39.1,Matches
Henrique Dourado,br BRA,FW,33.0,3.8,2,0,0,12,9,8,2,0,2,0,0,0,10,15,17,46.9,Matches
Stênio Toledo,br BRA,"FW,MF",19.0,3.2,0,0,0,8,2,1,8,3,7,0,0,0,17,3,6,33.3,Matches
Robert,br BRA,"MF,FW",17.0,2.1,1,0,0,2,1,1,1,1,2,0,0,0,9,4,5,44.4,Matches
João Marcelo,br BRA,DF,22.0,1.8,0,0,0,1,2,0,0,4,3,0,0,0,16,3,4,42.9,Matches
Igor Marques,br BRA,DF,24.0,1.3,1,0,0,2,0,0,8,1,2,0,1,0,8,2,1,66.7,Matches
Anderson,br BRA,GK,24.0,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
Rafael Bilu,br BRA,FW,23.0,1.0,0,0,0,1,4,1,1,1,0,0,0,0,11,1,3,25.0,Matches
Reynaldo Cesar Moraes,br BRA,DF,26.0,0.7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0.0,Matches
Fernando Henrique,br BRA,MF,21.0,1.5,0,1,0,1,5,0,0,1,2,0,0,0,5,1,2,33.3,Matches
Paulo Vitor,br BRA,"MF,DF",23.0,1.4,0,0,0,1,4,0,8,0,2,0,0,0,8,1,0,100.0,Matches
Daniel,br BRA,MF,20.0,0.3,0,0,0,1,5,0,1,0,0,0,0,0,5,0,2,0.0,Matches
João Pedro,br BRA,FW,19.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
Luis,br BRA,FW,17.0,0.1,0,0,0,0,0,1,1,1,1,0,0,0,2,0,1,0.0,Matches
Squad Total,,,27.8,38.0,101,4,2,570,471,71,812,336,390,3,3,0,1941,529,569,48.2,
Opponent Total,,,27.5,38.0,118,4,1,497,548,113,658,335,360,3,4,3,1860,567,526,51.9,
