Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Rafael Cabral,br BRA,GK,32.0,37.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,7,0,Matches
Luciano Castán,br BRA,DF,33.0,35.7,29,18,21,7,1,19,26,73.1,7,26,20,6,29,58,145,1,Matches
Marlon,br BRA,DF,25.0,35.5,114,72,70,35,9,74,123,60.2,49,47,4,43,49,163,92,1,Matches
William,br BRA,DF,27.0,29.4,64,38,36,17,11,31,84,36.9,53,53,4,49,49,113,58,1,Matches
Bruno Nascimento,br BRA,"FW,MF",25.0,31.3,36,23,12,14,10,11,28,39.3,17,29,0,29,8,44,22,0,Matches
Neris,br BRA,DF,30.0,23.5,31,18,19,10,2,21,30,70.0,9,17,9,8,35,66,98,1,Matches
Mateus Vital,br BRA,MF,24.0,20.9,24,14,8,14,2,10,24,41.7,14,14,1,13,7,31,4,0,Matches
Machado,br BRA,MF,27.0,25.3,38,23,13,16,9,12,29,41.4,17,18,5,13,33,71,25,2,Matches
Wesley,br BRA,"FW,MF",23.0,19.7,36,23,12,20,4,17,47,36.2,30,17,0,17,12,48,9,0,Matches
Jussa,br BRA,MF,26.0,19.6,34,23,9,23,2,18,28,64.3,10,15,4,11,15,49,33,0,Matches
Lucas Silva,br BRA,MF,29.0,16.4,28,18,8,14,6,15,22,68.2,7,12,1,11,9,37,5,1,Matches
Arthur,br BRA,"FW,MF",24.0,15.0,9,7,5,4,0,3,9,33.3,6,17,0,17,5,14,3,0,Matches
Lucas Oliveira,br BRA,DF,26.0,14.6,16,10,12,4,0,7,17,41.2,10,30,19,11,21,37,66,0,Matches
Gilberto,br BRA,FW,33.0,12.1,11,8,3,5,3,3,9,33.3,6,7,3,4,1,12,6,0,Matches
Matheus Pereira,pt POR,"FW,MF",26.0,11.4,6,4,0,4,2,4,17,23.5,13,7,0,7,6,12,3,0,Matches
Nikão,br BRA,"FW,MF",30.0,8.9,15,10,7,8,0,8,13,61.5,5,8,1,7,6,21,4,0,Matches
Ian Luccas,br BRA,MF,19.0,5.3,15,7,6,5,4,4,10,40.0,6,2,0,2,5,20,11,0,Matches
Helibelton Palacios,co COL,DF,29.0,7.0,14,12,5,8,1,7,15,46.7,8,11,0,11,5,19,20,0,Matches
Rafael Elias,br BRA,FW,23.0,6.0,8,5,0,3,5,2,5,40.0,3,3,0,3,1,9,3,0,Matches
Neto Moura,br BRA,MF,26.0,5.5,9,3,3,5,1,4,23,17.4,19,4,0,4,7,16,3,0,Matches
Ramiro Benetti,br BRA,MF,29.0,4.5,7,6,1,5,1,1,7,14.3,6,4,1,3,1,8,1,0,Matches
Richard,br BRA,MF,28.0,3.8,9,6,4,5,0,3,4,75.0,1,6,0,6,7,16,5,0,Matches
João Wellington,br BRA,MF,19.0,4.1,5,4,4,1,0,2,3,66.7,1,4,0,4,1,6,10,0,Matches
Kaiki,br BRA,"DF,FW",19.0,2.5,7,6,3,3,1,2,3,66.7,1,2,1,1,5,12,6,0,Matches
Wallisson Luiz,br BRA,MF,25.0,4.4,15,11,5,8,2,4,12,33.3,8,3,0,3,7,22,3,0,Matches
Henrique Dourado,br BRA,FW,33.0,3.8,3,2,0,1,2,0,3,0.0,3,1,1,0,0,3,1,0,Matches
Stênio Toledo,br BRA,"FW,MF",19.0,3.2,7,7,3,4,0,2,3,66.7,1,2,0,2,3,10,1,0,Matches
Robert,br BRA,"MF,FW",17.0,2.1,5,2,4,1,0,3,8,37.5,5,4,0,4,1,6,2,0,Matches
João Marcelo,br BRA,DF,22.0,1.8,3,3,2,1,0,1,1,100.0,0,2,2,0,4,7,9,0,Matches
Igor Marques,br BRA,DF,24.0,1.3,5,2,2,3,0,2,5,40.0,3,3,1,2,1,6,4,0,Matches
Anderson,br BRA,GK,24.0,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Rafael Bilu,br BRA,FW,23.0,1.0,2,0,0,1,1,0,0,,0,3,0,3,1,3,0,0,Matches
Reynaldo Cesar Moraes,br BRA,DF,26.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
Fernando Henrique,br BRA,MF,21.0,1.5,4,2,0,4,0,1,1,100.0,0,3,1,2,1,5,1,0,Matches
Paulo Vitor,br BRA,"MF,DF",23.0,1.4,2,2,0,2,0,0,2,0.0,2,2,1,1,0,2,1,0,Matches
Daniel,br BRA,MF,20.0,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
João Pedro,br BRA,FW,19.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Luis,br BRA,FW,17.0,0.1,2,1,0,2,0,1,1,100.0,0,1,0,1,1,3,1,0,Matches
Squad Total,,,27.8,38.0,613,390,277,257,79,292,614,47.6,322,378,79,299,336,949,665,7,
Opponent Total,,,27.5,38.0,589,360,274,232,83,304,675,45.0,371,446,123,323,335,924,784,5,
