Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Rafael Cabral,br BRA,GK,32.0,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Luciano Castán,br BRA,DF,33.0,35.7,1,24,8,33.3,0.67,0.22,0.04,0.13,11.7,0,0,0,1.3,1.3,0.05,-0.3,-0.3,Matches
Marlon,br BRA,DF,25.0,35.5,3,23,5,21.7,0.65,0.14,0.13,0.6,24.6,6,0,0,1.3,1.2,0.05,1.7,1.8,Matches
William,br BRA,DF,27.0,29.4,0,21,3,14.3,0.71,0.1,0.0,0.0,21.8,0,0,0,1.2,1.2,0.06,-1.2,-1.2,Matches
Bruno Nascimento,br BRA,"FW,MF",25.0,31.3,8,76,27,35.5,2.43,0.86,0.08,0.22,21.2,8,2,4,9.4,6.2,0.08,-1.4,-0.2,Matches
Neris,br BRA,DF,30.0,23.5,0,15,4,26.7,0.64,0.17,0.0,0.0,11.5,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
Mateus Vital,br BRA,MF,24.0,20.9,0,35,10,28.6,1.67,0.48,0.0,0.0,20.6,0,0,0,1.9,1.9,0.05,-1.9,-1.9,Matches
Machado,br BRA,MF,27.0,25.3,1,33,11,33.3,1.3,0.43,0.03,0.09,25.4,7,0,0,2.1,2.1,0.07,-1.1,-1.1,Matches
Wesley,br BRA,"FW,MF",23.0,19.7,4,48,17,35.4,2.43,0.86,0.08,0.24,14.9,0,0,0,4.7,4.7,0.1,-0.7,-0.7,Matches
Jussa,br BRA,MF,26.0,19.6,1,21,9,42.9,1.07,0.46,0.05,0.11,23.0,0,0,0,1.2,1.2,0.06,-0.2,-0.2,Matches
Lucas Silva,br BRA,MF,29.0,16.4,0,19,4,21.1,1.16,0.24,0.0,0.0,27.7,3,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches
Arthur,br BRA,"FW,MF",24.0,15.0,3,33,12,36.4,2.2,0.8,0.09,0.25,19.5,0,0,0,3.6,3.6,0.11,-0.6,-0.6,Matches
Lucas Oliveira,br BRA,DF,26.0,14.6,1,4,1,25.0,0.27,0.07,0.25,1.0,14.3,0,0,0,0.4,0.4,0.1,0.6,0.6,Matches
Gilberto,br BRA,FW,33.0,12.1,3,35,9,25.7,2.88,0.74,0.09,0.33,15.3,0,0,0,3.7,3.7,0.1,-0.7,-0.7,Matches
Matheus Pereira,pt POR,"FW,MF",26.0,11.4,1,19,8,42.1,1.67,0.7,0.05,0.13,21.6,4,0,0,1.9,1.9,0.1,-0.9,-0.9,Matches
Nikão,br BRA,"FW,MF",30.0,8.9,2,16,4,25.0,1.8,0.45,0.13,0.5,21.3,0,0,0,0.6,0.6,0.04,1.4,1.4,Matches
Ian Luccas,br BRA,MF,19.0,5.3,0,5,2,40.0,0.94,0.37,0.0,0.0,17.8,0,0,0,0.7,0.7,0.13,-0.7,-0.7,Matches
Helibelton Palacios,co COL,DF,29.0,7.0,0,2,0,0.0,0.29,0.0,0.0,,14.1,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches
Rafael Elias,br BRA,FW,23.0,6.0,1,17,7,41.2,2.83,1.17,0.06,0.14,15.1,0,0,0,2.5,2.5,0.15,-1.5,-1.5,Matches
Neto Moura,br BRA,MF,26.0,5.5,0,7,1,14.3,1.26,0.18,0.0,0.0,22.2,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Ramiro Benetti,br BRA,MF,29.0,4.5,1,6,2,33.3,1.33,0.44,0.17,0.5,18.5,0,0,0,0.8,0.8,0.13,0.2,0.2,Matches
Richard,br BRA,MF,28.0,3.8,0,4,1,25.0,1.04,0.26,0.0,0.0,13.4,0,0,0,0.4,0.4,0.1,-0.4,-0.4,Matches
