Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Rafael Cabral,br BRA,GK,32.0,37.0,1289,1029,1281,8,0,0,1289,0,0,,0,,672,3763,2358,0,0,0,1,0,568,0,Matches
Luciano Castán,br BRA,DF,33.0,35.7,2230,316,1086,1083,67,38,2230,7,6,85.7,0,0.0,1292,6945,4324,23,9,2,11,6,1481,7,Matches
Marlon,br BRA,DF,25.0,35.5,2605,84,765,1178,683,28,2605,36,23,63.9,9,25.0,1231,6229,3448,55,49,3,34,21,1442,176,Matches
William,br BRA,DF,27.0,29.4,1964,75,486,902,589,35,1964,70,28,40.0,36,51.4,989,5479,3131,70,48,6,45,14,1088,157,Matches
Bruno Nascimento,br BRA,"FW,MF",25.0,31.3,1363,20,117,505,770,99,1360,121,56,46.3,51,42.1,839,5474,2948,102,79,25,84,42,1001,270,Matches
Neris,br BRA,DF,30.0,23.5,1239,159,545,662,41,19,1239,17,11,64.7,5,29.4,740,4608,3138,21,9,0,14,6,770,3,Matches
Mateus Vital,br BRA,MF,24.0,20.9,1125,16,136,553,457,46,1125,72,36,50.0,31,43.1,706,4570,2097,55,46,10,47,36,819,126,Matches
Machado,br BRA,MF,27.0,25.3,1454,56,290,891,284,15,1454,20,11,55.0,9,45.0,776,3143,1323,13,18,2,18,8,951,27,Matches
Wesley,br BRA,"FW,MF",23.0,19.7,852,14,85,361,423,75,852,82,39,47.6,31,37.8,528,3658,1988,65,38,22,53,21,622,186,Matches
Jussa,br BRA,MF,26.0,19.6,977,47,270,591,121,14,977,17,13,76.5,3,17.6,530,2327,1103,10,9,0,21,8,611,13,Matches
Lucas Silva,br BRA,MF,29.0,16.4,1073,20,146,661,288,10,1073,46,32,69.6,12,26.1,652,3667,1744,31,32,4,22,18,741,40,Matches
Arthur,br BRA,"FW,MF",24.0,15.0,598,7,84,222,305,48,598,69,27,39.1,37,53.6,410,3428,1622,66,47,21,34,18,460,112,Matches
Lucas Oliveira,br BRA,DF,26.0,14.6,924,130,471,434,26,7,924,6,5,83.3,1,16.7,555,3234,2087,11,7,0,8,2,601,4,Matches
Gilberto,br BRA,FW,33.0,12.1,364,10,26,160,179,52,364,7,3,42.9,3,42.9,173,597,214,10,7,4,24,8,260,55,Matches
Matheus Pereira,pt POR,"FW,MF",26.0,11.4,684,1,42,368,282,21,684,19,8,42.1,10,52.6,431,1861,788,17,17,6,17,10,509,74,Matches
Nikão,br BRA,"FW,MF",30.0,8.9,468,2,47,181,243,28,468,16,10,62.5,4,25.0,288,1443,561,11,13,3,15,7,324,87,Matches
Ian Luccas,br BRA,MF,19.0,5.3,185,13,39,84,65,8,185,8,2,25.0,6,75.0,100,394,186,1,2,0,13,5,118,27,Matches
Helibelton Palacios,co COL,DF,29.0,7.0,363,27,74,164,126,6,363,10,3,30.0,6,60.0,164,655,323,6,7,0,11,7,186,34,Matches
Rafael Elias,br BRA,FW,23.0,6.0,167,5,7,65,96,27,167,12,6,50.0,6,50.0,91,331,123,8,4,4,8,8,124,36,Matches
Neto Moura,br BRA,MF,26.0,5.5,306,5,45,185,78,6,306,4,4,100.0,0,0.0,163,660,288,3,3,3,5,2,199,17,Matches
Ramiro Benetti,br BRA,MF,29.0,4.5,283,2,36,178,75,7,283,6,3,50.0,2,33.3,150,570,279,4,4,1,7,1,193,13,Matches
Richard,br BRA,MF,28.0,3.8,296,8,72,189,39,8,296,5,2,40.0,3,60.0,170,505,168,1,2,0,3,3,204,4,Matches
João Wellington,br BRA,MF,19.0,4.1,163,10,26,94,43,6,163,8,3,37.5,4,50.0,93,446,199,1,2,0,8,3,102,13,Matches
Kaiki,br BRA,"DF,FW",19.0,2.5,140,9,41,67,33,3,140,14,7,50.0,6,42.9,49,297,147,3,3,0,7,2,49,9,Matches
