Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Rafael Cabral,br BRA,GK,32.0,37,3330.0,90.0,97.4,37.0,37,90.0,37,0,,0,1.24,35.0,32.0,3.0,0.08,0.08,46.9,41.7,5.2,0.14,-0.69,Matches
Luciano Castán,br BRA,DF,33.0,36,3210.0,89.0,93.9,35.7,36,89.0,33,0,,0,1.22,33.0,31.0,2.0,0.06,-0.37,45.0,39.4,5.6,0.16,-0.03,Matches
Marlon,br BRA,DF,25.0,36,3198.0,89.0,93.5,35.5,36,89.0,31,0,,0,1.14,32.0,31.0,1.0,0.03,-0.78,45.6,38.5,7.2,0.2,0.66,Matches
William,br BRA,DF,27.0,33,2647.0,80.0,77.4,29.4,31,84.0,24,2,28.0,1,1.33,29.0,21.0,8.0,0.27,0.85,38.8,29.4,9.4,0.32,0.71,Matches
Bruno Nascimento,br BRA,"FW,MF",25.0,35,2820.0,81.0,82.5,31.3,30,89.0,24,5,32.0,0,1.26,29.0,25.0,4.0,0.13,0.28,42.0,34.5,7.5,0.24,0.46,Matches
Neris,br BRA,DF,30.0,26,2113.0,81.0,61.8,23.5,24,86.0,20,2,27.0,9,1.23,19.0,18.0,1.0,0.04,-0.1,26.5,23.6,2.9,0.13,-0.09,Matches
Mateus Vital,br BRA,MF,24.0,32,1883.0,59.0,55.1,20.9,23,73.0,6,9,22.0,0,1.19,17.0,17.0,0.0,0.0,-0.18,24.3,20.3,3.9,0.19,0.06,Matches
Machado,br BRA,MF,27.0,35,2277.0,65.0,66.6,25.3,22,83.0,10,13,34.0,0,1.29,25.0,21.0,4.0,0.16,0.24,32.3,28.9,3.4,0.13,-0.08,Matches
Wesley,br BRA,"FW,MF",23.0,29,1775.0,61.0,51.9,19.7,22,72.0,4,7,28.0,3,1.07,17.0,21.0,-4.0,-0.2,-0.59,20.5,24.2,-3.6,-0.18,-0.71,Matches
Jussa,br BRA,MF,26.0,24,1766.0,74.0,51.6,19.6,21,82.0,13,3,14.0,3,1.28,18.0,16.0,2.0,0.1,0.05,20.6,19.4,1.2,0.06,-0.2,Matches
