Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Rafael Cabral,br BRA,GK,32.0,37.0,960,1221,78.6,26296,17570,145,145,100.0,498,500,99.6,313,570,54.9,0,0.0,0.0,0.0,1,12,0,0,0,Matches
Luciano Castán,br BRA,DF,33.0,35.7,1659,1936,85.7,33313,12632,532,584,91.1,914,991,92.2,207,328,63.1,0,0.3,0.4,-0.3,8,125,4,0,124,Matches
Marlon,br BRA,DF,25.0,35.5,1681,2197,76.5,31315,11338,701,818,85.7,766,913,83.9,195,364,53.6,2,3.9,4.4,-1.9,57,155,32,27,170,Matches
William,br BRA,DF,27.0,29.4,1177,1600,73.6,20755,7936,567,659,86.0,461,597,77.2,134,262,51.1,2,4.8,4.2,-2.8,30,125,44,20,159,Matches
Bruno Nascimento,br BRA,"FW,MF",25.0,31.3,690,971,71.1,10247,2825,399,472,84.5,213,291,73.2,48,93,51.6,4,4.3,4.4,-0.3,46,56,48,6,123,Matches
Neris,br BRA,DF,30.0,23.5,841,1008,83.4,17360,7016,256,291,88.0,461,512,90.0,118,178,66.3,1,0.7,0.4,0.3,3,68,5,1,89,Matches
Mateus Vital,br BRA,MF,24.0,20.9,760,904,84.1,12461,3038,403,449,89.8,274,311,88.1,66,88,75.0,2,2.2,3.0,-0.2,30,88,29,6,126,Matches
Machado,br BRA,MF,27.0,25.3,1052,1271,82.8,21893,5869,328,377,87.0,536,590,90.8,177,266,66.5,3,1.8,1.2,1.2,31,126,8,0,149,Matches
Wesley,br BRA,"FW,MF",23.0,19.7,384,576,66.7,5913,1499,225,279,80.6,122,199,61.3,27,49,55.1,1,1.5,1.3,-0.5,17,33,16,4,63,Matches
Jussa,br BRA,MF,26.0,19.6,666,801,83.1,11883,3712,261,301,86.7,330,361,91.4,61,98,62.2,0,0.4,0.3,-0.4,12,79,4,1,83,Matches
