Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Rafael Cabral,br BRA,GK,32.0,37.0,1221,800,419,121,0,0,0,0,0,0,0,0,960,2,0,Matches
Luciano Castán,br BRA,DF,33.0,35.7,1936,1833,98,90,0,17,3,3,0,0,0,0,1659,5,14,Matches
Marlon,br BRA,DF,25.0,35.5,2197,1772,419,45,1,31,166,344,30,16,6,0,1681,6,59,Matches
William,br BRA,DF,27.0,29.4,1600,1262,333,40,5,15,140,288,5,0,3,0,1177,5,56,Matches
Bruno Nascimento,br BRA,"FW,MF",25.0,31.3,971,893,71,10,2,8,80,18,31,14,4,1,690,7,36,Matches
Neris,br BRA,DF,30.0,23.5,1008,965,38,36,0,10,3,2,0,0,0,0,841,5,6,Matches
Mateus Vital,br BRA,MF,24.0,20.9,904,854,48,24,3,14,42,14,4,1,1,0,760,2,29,Matches
Machado,br BRA,MF,27.0,25.3,1271,1158,109,44,1,18,63,6,59,23,23,0,1052,4,13,Matches
Wesley,br BRA,"FW,MF",23.0,19.7,576,563,10,0,2,7,42,10,0,0,0,0,384,3,26,Matches
Jussa,br BRA,MF,26.0,19.6,801,773,24,20,1,4,3,4,0,0,0,0,666,4,13,Matches
Lucas Silva,br BRA,MF,29.0,16.4,929,830,94,36,5,7,71,0,55,19,31,0,752,5,18,Matches
Arthur,br BRA,"FW,MF",24.0,15.0,431,422,8,1,1,2,29,4,2,1,0,0,323,1,14,Matches
Lucas Oliveira,br BRA,DF,26.0,14.6,782,736,43,42,1,3,2,0,0,0,0,0,645,3,5,Matches
Gilberto,br BRA,FW,33.0,12.1,266,238,25,0,1,2,6,1,0,0,0,0,200,3,12,Matches
Matheus Pereira,pt POR,"FW,MF",26.0,11.4,607,523,80,32,12,7,54,16,25,8,13,0,447,4,16,Matches
Nikão,br BRA,"FW,MF",30.0,8.9,381,339,41,5,3,5,42,6,28,14,10,0,283,1,12,Matches
Ian Luccas,br BRA,MF,19.0,5.3,125,123,1,1,1,0,2,0,0,0,0,0,94,1,0,Matches
Helibelton Palacios,co COL,DF,29.0,7.0,282,218,62,2,0,0,13,60,0,0,0,0,210,2,13,Matches
Rafael Elias,br BRA,FW,23.0,6.0,105,95,9,0,4,1,6,2,0,0,0,0,68,1,3,Matches
Neto Moura,br BRA,MF,26.0,5.5,261,252,7,3,2,1,4,4,0,0,0,0,221,2,7,Matches
Ramiro Benetti,br BRA,MF,29.0,4.5,250,241,9,3,0,2,4,5,0,0,0,0,211,0,6,Matches
Richard,br BRA,MF,28.0,3.8,253,246,6,6,0,3,2,0,0,0,0,0,223,1,3,Matches
João Wellington,br BRA,MF,19.0,4.1,113,102,11,1,0,0,0,8,0,0,0,0,92,0,1,Matches
Kaiki,br BRA,"DF,FW",19.0,2.5,104,63,41,2,1,0,4,39,0,0,0,0,71,0,5,Matches
Wallisson Luiz,br BRA,MF,25.0,4.4,161,156,3,3,0,0,1,0,0,0,0,0,128,2,6,Matches
Henrique Dourado,br BRA,FW,33.0,3.8,64,60,4,0,1,0,2,0,0,0,0,0,44,0,3,Matches
Stênio Toledo,br BRA,"FW,MF",19.0,3.2,116,111,5,0,1,2,8,5,0,0,0,0,87,0,8,Matches
Robert,br BRA,"MF,FW",17.0,2.1,40,39,1,0,1,0,1,1,0,0,0,0,25,0,2,Matches
João Marcelo,br BRA,DF,22.0,1.8,112,109,3,3,0,0,0,0,0,0,0,0,103,0,0,Matches
Igor Marques,br BRA,DF,24.0,1.3,83,70,12,0,0,0,8,12,0,0,0,0,56,1,5,Matches
Anderson,br BRA,GK,24.0,1.0,18,15,3,0,0,0,0,0,0,0,0,0,14,0,0,Matches
Rafael Bilu,br BRA,FW,23.0,1.0,36,35,0,0,0,1,1,0,0,0,0,0,29,1,2,Matches
Reynaldo Cesar Moraes,br BRA,DF,26.0,0.7,32,31,1,1,0,0,0,0,0,0,0,0,26,0,0,Matches
Fernando Henrique,br BRA,MF,21.0,1.5,46,44,2,1,0,0,0,0,1,0,0,0,38,0,1,Matches
Paulo Vitor,br BRA,"MF,DF",23.0,1.4,76,71,5,0,0,0,8,5,0,0,0,0,67,0,4,Matches
Daniel,br BRA,MF,20.0,0.3,33,31,2,1,0,0,1,1,0,0,0,0,30,0,0,Matches
João Pedro,br BRA,FW,19.0,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Luis,br BRA,FW,17.0,0.1,5,5,0,0,0,0,1,0,0,0,0,0,2,0,0,Matches
Squad Total,,,27.8,38.0,18198,16080,2047,573,49,160,812,858,240,96,91,1,14360,71,398,
Opponent Total,,,27.5,38.0,17204,15072,2019,614,36,161,658,810,161,72,74,0,13456,113,355,
