Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Alfredo Talavera,mx MEX,GK,41-103,16.3,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,4,2,Matches
Luis Alfonso Rodríguez,mx MEX,DF,32-343,15.6,28,18,14,14,0,11,27,40.7,16,17,8,9,23,51,35,0,Matches
Aitor García,es ESP,"MF,FW",29-280,12.7,13,8,5,8,0,7,20,35.0,13,5,0,5,5,18,4,0,Matches
Javier Salas,mx MEX,MF,30-132,12.5,12,7,6,6,0,6,15,40.0,9,13,9,4,9,21,22,0,Matches
José García,mx MEX,DF,27-191,13.7,19,8,16,3,0,13,19,68.4,6,6,3,3,19,38,67,0,Matches
Moises Castillo,co COL,DF,22-220,13.0,30,19,22,7,1,15,22,68.2,7,13,8,5,23,53,61,1,Matches
Avilés Hurtado,co COL,"FW,MF",36-254,11.8,14,9,4,6,4,1,9,11.1,8,12,0,12,6,20,6,1,Matches
Diego Chávez Collins,mx MEX,"FW,MF",28-233,10.0,24,16,9,12,3,4,20,20.0,16,20,1,19,9,33,16,0,Matches
Denzell García,mx MEX,MF,20-137,9.9,15,8,5,9,1,10,23,43.5,13,14,4,10,4,19,11,0,Matches
Aldo Cruz,mx MEX,DF,26-097,8.5,15,7,8,6,1,8,15,53.3,7,15,4,11,6,21,12,0,Matches
Sebastián Saucedo,us USA,"FW,MF",26-342,7.3,11,8,8,2,1,8,18,44.4,10,4,0,4,3,14,5,0,Matches
Andrija Vukčević,me MNE,DF,27-080,7.0,10,5,7,1,2,8,8,100.0,0,4,1,3,7,17,10,0,Matches
Christian Oliva,uy URU,MF,27-212,5.6,11,6,4,6,1,6,13,46.2,7,4,1,3,2,13,6,0,Matches
Michael Santos,uy URU,FW,30-292,5.3,1,0,1,0,0,1,3,33.3,2,3,1,2,0,1,4,0,Matches
Gonzalo Pelúa,uy URU,DF,20-208,4.5,4,4,3,1,0,2,6,33.3,4,6,2,4,8,12,21,1,Matches
Diego Campillo,mx MEX,DF,22-072,3.7,8,4,5,3,0,4,11,36.4,7,3,0,3,3,11,25,0,Matches
Amaury Escoto,mx MEX,"FW,MF",31-030,4.6,1,0,0,0,1,1,2,50.0,1,5,0,5,0,1,4,0,Matches
Sebastián Pérez Bouquet,mx MEX,"MF,FW",20-191,4.6,11,9,7,2,2,4,15,26.7,11,6,0,6,3,14,1,0,Matches
Agustín Urzi,ar ARG,"MF,FW",23-240,3.8,12,5,6,3,3,6,12,50.0,6,5,0,5,8,20,0,0,Matches
Haret Ortega,mx MEX,DF,23-225,3.0,4,4,4,0,0,3,3,100.0,0,2,1,1,8,12,24,1,Matches
Diego Valoyes,co COL,MF,27-099,2.4,5,2,2,3,0,2,6,33.3,4,5,0,5,1,6,1,0,Matches
Santiago Ormeño,pe PER,"FW,MF",29-329,1.9,2,0,1,1,0,0,1,0.0,1,0,0,0,1,3,0,0,Matches
César Sosa,mx MEX,MF,19-251,1.2,2,1,0,2,0,2,4,50.0,2,2,1,1,0,2,2,0,Matches
Mario Osuna,mx MEX,"MF,FW",35-132,3.1,5,4,1,4,0,1,8,12.5,7,3,0,3,5,10,8,0,Matches
Ángel Zapata,mx MEX,MF,22-330,2.9,6,2,2,3,1,3,4,75.0,1,3,0,3,1,7,4,0,Matches
Francisco Nevarez,mx MEX,"DF,MF",23-027,0.7,0,0,0,0,0,0,4,0.0,4,1,1,0,0,0,3,0,Matches
Ramón Pasquel,mx MEX,GK,27-191,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Jan Carmona,mx MEX,"FW,DF",19-253,0.5,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,Matches
Squad Total,,,28.9,17.0,263,154,140,102,21,126,290,43.4,164,172,45,127,155,418,356,6,
Opponent Total,,,28.2,17.0,250,156,112,108,30,138,275,50.2,137,172,55,117,127,377,228,7,
