Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Alfredo Talavera,mx MEX,GK,41-103,16.3,383,549,69.8,10658,7935,88,88,100.0,161,164,98.2,131,292,44.9,0,0.0,0.0,0.0,0,4,1,0,0,Matches
Luis Alfonso Rodríguez,mx MEX,DF,32-343,15.6,648,829,78.2,11657,4867,281,319,88.1,279,327,85.3,73,135,54.1,2,1.3,1.7,0.7,17,56,12,8,71,Matches
Aitor García,es ESP,"MF,FW",29-280,12.7,256,354,72.3,4521,864,115,139,82.7,105,132,79.5,28,51,54.9,0,0.3,0.4,-0.3,6,23,6,2,37,Matches
Javier Salas,mx MEX,MF,30-132,12.5,474,536,88.4,8367,2567,203,219,92.7,238,258,92.2,28,46,60.9,0,0.3,0.3,-0.3,7,33,3,1,27,Matches
José García,mx MEX,DF,27-191,13.7,599,720,83.2,13274,5553,158,173,91.3,335,372,90.1,101,166,60.8,0,0.0,0.1,0.0,2,43,1,0,33,Matches
Moises Castillo,co COL,DF,22-220,13.0,538,626,85.9,11018,3644,165,177,93.2,296,325,91.1,74,111,66.7,1,0.1,0.1,0.9,2,18,0,0,30,Matches
Avilés Hurtado,co COL,"FW,MF",36-254,11.8,354,466,76.0,6146,1683,169,194,87.1,130,167,77.8,42,72,58.3,3,2.4,2.0,0.6,28,46,9,2,55,Matches
Diego Chávez Collins,mx MEX,"FW,MF",28-233,10.0,168,262,64.1,2652,828,81,100,81.0,65,98,66.3,12,33,36.4,1,1.1,0.7,-0.1,12,8,6,1,23,Matches
Denzell García,mx MEX,MF,20-137,9.9,415,483,85.9,7890,1794,162,178,91.0,184,202,91.1,55,79,69.6,0,0.7,0.7,-0.7,12,41,4,0,38,Matches
Aldo Cruz,mx MEX,DF,26-097,8.5,290,394,73.6,5058,1872,122,142,85.9,141,170,82.9,21,53,39.6,1,0.3,0.4,0.7,7,24,6,5,19,Matches
Sebastián Saucedo,us USA,"FW,MF",26-342,7.3,201,249,80.7,3509,847,92,104,88.5,72,88,81.8,27,40,67.5,0,0.3,0.4,-0.3,7,16,3,1,17,Matches
Andrija Vukčević,me MNE,DF,27-080,7.0,177,230,77.0,3028,965,87,99,87.9,68,81,84.0,19,35,54.3,0,0.1,0.3,-0.1,3,8,7,4,12,Matches
Christian Oliva,uy URU,MF,27-212,5.6,226,283,79.9,4554,1715,83,90,92.2,96,116,82.8,42,66,63.6,2,1.1,1.1,0.9,18,21,10,1,31,Matches
Michael Santos,uy URU,FW,30-292,5.3,45,63,71.4,783,181,19,21,90.5,22,29,75.9,3,7,42.9,0,0.1,0.2,-0.1,2,9,2,0,9,Matches
Gonzalo Pelúa,uy URU,DF,20-208,4.5,195,241,80.9,3596,1726,79,84,94.0,93,104,89.4,16,39,41.0,0,0.0,0.2,0.0,1,19,3,0,24,Matches
Diego Campillo,mx MEX,DF,22-072,3.7,131,171,76.6,2295,872,67,72,93.1,48,60,80.0,14,32,43.8,0,0.0,0.1,0.0,1,13,1,0,18,Matches
Amaury Escoto,mx MEX,"FW,MF",31-030,4.6,51,77,66.2,847,167,25,35,71.4,20,27,74.1,4,7,57.1,0,0.2,0.2,-0.2,2,3,1,0,8,Matches
Sebastián Pérez Bouquet,mx MEX,"MF,FW",20-191,4.6,144,175,82.3,2186,581,86,97,88.7,47,54,87.0,9,14,64.3,2,0.3,0.5,1.7,6,19,5,0,21,Matches
Agustín Urzi,ar ARG,"MF,FW",23-240,3.8,87,140,62.1,1552,446,42,52,80.8,34,48,70.8,9,22,40.9,0,0.5,0.5,-0.5,7,8,6,3,12,Matches
Haret Ortega,mx MEX,DF,23-225,3.0,105,128,82.0,2000,630,32,37,86.5,60,68,88.2,10,18,55.6,0,0.0,0.0,0.0,2,4,0,0,5,Matches
Diego Valoyes,co COL,MF,27-099,2.4,48,64,75.0,664,229,28,33,84.8,15,18,83.3,1,1,100.0,2,0.3,0.4,1.7,6,4,4,0,8,Matches
Santiago Ormeño,pe PER,"FW,MF",29-329,1.9,19,29,65.5,279,24,11,17,64.7,7,7,100.0,0,0,,0,0.0,0.0,0.0,1,1,0,0,2,Matches
César Sosa,mx MEX,MF,19-251,1.2,39,44,88.6,672,175,16,19,84.2,21,23,91.3,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,4,Matches
Mario Osuna,mx MEX,"MF,FW",35-132,3.1,142,171,83.0,2718,604,68,74,91.9,52,62,83.9,20,31,64.5,0,0.0,0.1,0.0,2,5,1,0,11,Matches
Ángel Zapata,mx MEX,MF,22-330,2.9,159,172,92.4,3277,897,57,63,90.5,75,75,100.0,26,29,89.7,1,1.4,0.5,-0.4,9,19,4,0,26,Matches
Francisco Nevarez,mx MEX,"DF,MF",23-027,0.7,27,34,79.4,448,120,12,13,92.3,13,17,76.5,2,3,66.7,0,0.1,0.0,-0.1,2,2,1,1,2,Matches
Ramón Pasquel,mx MEX,GK,27-191,0.7,19,24,79.2,446,329,6,6,100.0,10,10,100.0,3,8,37.5,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Jan Carmona,mx MEX,"FW,DF",19-253,0.5,18,28,64.3,224,72,13,15,86.7,5,8,62.5,0,2,0.0,0,0.1,0.0,-0.1,2,1,0,0,1,Matches
Squad Total,,,28.9,17.0,5958,7542,79.0,114319,42187,2367,2660,89.0,2692,3110,86.6,771,1393,55.3,15,10.9,10.8,4.1,164,450,96,29,544,
Opponent Total,,,28.2,17.0,6696,8364,80.1,121571,45552,2931,3290,89.1,2870,3354,85.6,747,1324,56.4,19,18.1,16.1,0.9,174,568,130,48,723,
