Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Alfredo Talavera,mx MEX,GK,41-103,17,1469.0,86.0,96.0,16.3,17,86.0,15,0,,0,1.06,21.0,33.0,-12.0,-0.74,-3.69,16.4,25.4,-9.0,-0.55,-1.14,Matches
Luis Alfonso Rodríguez,mx MEX,DF,32-343,16,1408.0,88.0,92.0,15.6,16,88.0,15,0,,0,1.13,23.0,32.0,-9.0,-0.58,0.16,17.0,25.4,-8.4,-0.54,-0.36,Matches
Aitor García,es ESP,"MF,FW",29-280,15,1145.0,76.0,74.8,12.7,14,80.0,7,1,19.0,0,1.0,19.0,25.0,-6.0,-0.47,0.46,13.4,20.6,-7.2,-0.56,-0.23,Matches
Javier Salas,mx MEX,MF,30-132,15,1124.0,75.0,73.5,12.5,14,77.0,5,1,45.0,1,1.2,17.0,28.0,-11.0,-0.88,-1.1,12.0,21.5,-9.5,-0.76,-0.95,Matches
José García,mx MEX,DF,27-191,15,1236.0,82.0,80.8,13.7,13,90.0,13,2,33.0,2,1.2,20.0,25.0,-5.0,-0.36,1.17,14.8,21.9,-7.1,-0.51,-0.03,Matches
Moises Castillo,co COL,DF,22-220,13,1170.0,90.0,76.5,13.0,13,90.0,13,0,,1,0.85,17.0,28.0,-11.0,-0.85,-1.1,14.2,20.9,-6.7,-0.51,-0.03,Matches
Avilés Hurtado,co COL,"FW,MF",36-254,15,1064.0,71.0,69.5,11.8,12,80.0,6,3,34.0,0,1.0,16.0,25.0,-9.0,-0.76,-0.57,13.1,17.9,-4.8,-0.4,0.34,Matches
Diego Chávez Collins,mx MEX,"FW,MF",28-233,16,903.0,56.0,59.0,10.0,12,64.0,2,4,33.0,0,1.13,13.0,20.0,-7.0,-0.7,-0.27,11.5,15.8,-4.3,-0.43,0.19,Matches
Denzell García,mx MEX,MF,20-137,14,889.0,64.0,58.1,9.9,11,72.0,2,3,31.0,2,0.86,10.0,21.0,-11.0,-1.11,-1.25,9.9,16.4,-6.5,-0.66,-0.36,Matches
Aldo Cruz,mx MEX,DF,26-097,11,764.0,69.0,49.9,8.5,9,80.0,5,2,23.0,6,1.09,12.0,13.0,-1.0,-0.12,0.94,8.5,13.3,-4.7,-0.56,-0.1,Matches
