Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Fernando Beltrán,mx MEX,MF,25-236,15.9,892,9,102,535,271,21,892,29,16,55.2,13,44.8,561,3153,1363,33,39,6,32,7,666,66,Matches
Miguel Jiménez Ponce,mx MEX,GK,33-291,15.8,465,394,464,2,0,0,465,0,0,,0,,220,1162,642,0,0,0,0,0,178,0,Matches
Ricardo Marín,mx MEX,FW,25-287,12.7,324,3,19,143,167,57,324,12,3,25.0,7,58.3,153,626,204,10,5,7,29,17,225,44,Matches
Gilberto Sepúlveda,mx MEX,DF,24-329,14.4,751,76,397,335,25,7,751,2,1,50.0,1,50.0,387,2119,1134,6,7,1,5,4,444,3,Matches
Alan Mozo,mx MEX,DF,26-269,14.3,947,38,246,427,284,11,947,51,24,47.1,23,45.1,450,2462,1255,32,25,4,28,13,514,81,Matches
Roberto Alvarado,mx MEX,"FW,MF",25-114,12.6,769,11,79,346,360,39,765,65,32,49.2,31,47.7,468,3211,1534,51,42,15,44,22,549,98,Matches
Fernando Rubén González,mx MEX,MF,29-337,12.1,674,32,168,443,73,7,674,7,3,42.9,4,57.1,274,1356,648,11,11,1,11,3,336,9,Matches
Jesús Orozco,mx MEX,DF,21-314,11.1,627,63,306,288,43,8,627,4,2,50.0,2,50.0,355,1999,1273,9,11,0,1,4,373,6,Matches
Cristian Calderón,mx MEX,DF,26-220,11.2,602,31,192,266,148,12,602,12,6,50.0,5,41.7,260,1436,663,19,9,1,12,7,290,32,Matches
Antonio Briseño,mx MEX,DF,29-328,9.5,500,68,256,224,21,18,500,0,0,,0,,204,927,480,2,2,0,6,2,257,1,Matches
Víctor Guzmán,mx MEX,MF,28-330,8.5,525,11,63,268,200,13,524,5,3,60.0,2,40.0,264,1069,568,11,17,1,17,12,362,53,Matches
Isaác Brizuela,mx MEX,"FW,MF",33-124,7.5,271,3,39,90,148,26,271,15,9,60.0,5,33.3,163,1149,712,28,12,8,17,9,195,60,Matches
Erick Gutiérrez,mx MEX,MF,28-198,7.0,470,24,93,313,67,10,470,7,2,28.6,4,57.1,280,1424,762,15,7,0,10,5,328,16,Matches
Jonathan Padilla,mx MEX,"MF,FW",18-011,6.3,324,6,42,131,161,27,324,34,18,52.9,12,35.3,192,1283,531,22,13,8,22,13,207,56,Matches
Alejandro Mayorga,mx MEX,DF,26-215,4.4,296,13,100,135,65,5,296,7,4,57.1,3,42.9,133,617,342,8,6,3,11,1,146,20,Matches
Alexis Vega,mx MEX,FW,26-035,4.3,218,0,15,96,111,13,217,17,8,47.1,8,47.1,133,868,288,10,8,3,16,11,158,43,Matches
Ronaldo Cisneros,mx MEX,"FW,MF",26-356,4.5,83,1,6,29,50,14,83,4,0,0.0,4,100.0,56,160,63,2,1,0,10,4,66,16,Matches
Raúl Martínez,mx MEX,DF,20-300,3.0,129,20,75,54,3,1,129,2,1,50.0,1,50.0,60,356,160,1,1,0,3,0,61,0,Matches
Jesús Sánchez García,mx MEX,DF,34-121,2.6,189,8,44,119,29,0,189,0,0,,0,,65,238,100,2,0,0,1,0,81,4,Matches
Juan Brigido,mx MEX,"FW,DF",22-092,3.0,126,1,19,46,61,5,126,10,8,80.0,2,20.0,76,655,352,13,13,1,5,6,91,20,Matches
Pavel Pérez,mx MEX,"FW,MF",25-187,2.1,106,1,15,31,64,9,106,17,6,35.3,10,58.8,62,540,263,11,7,3,11,6,64,16,Matches
José Rangel Aguilar,mx MEX,GK,23-308,1.2,41,38,41,0,0,0,41,0,0,,0,,20,78,48,0,0,0,0,0,13,0,Matches
Alan Torres,mx MEX,MF,23-314,1.8,147,8,51,94,4,0,147,0,0,,0,,84,430,207,2,2,0,1,3,99,0,Matches
Daniel Armando Ríos,mx MEX,"FW,DF",28-311,0.8,25,0,0,11,15,8,25,2,1,50.0,0,0.0,15,80,35,3,1,1,4,1,16,4,Matches
Zahid Muñoz,mx MEX,MF,22-335,0.2,12,1,2,6,4,0,12,0,0,,0,,4,25,4,0,0,0,0,0,8,1,Matches
Hiram Mier,mx MEX,MF,34-127,0.1,1,1,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,27.0,17.0,9514,861,2835,4432,2374,311,9508,302,147,48.7,137,45.4,4939,27423,13631,301,239,63,296,150,5727,649,
Opponent Total,,,28.1,17.0,10037,1145,3455,4574,2108,326,10032,342,153,44.7,168,49.1,5367,27271,12689,245,194,59,307,170,6274,567,
