Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Fernando Beltrán,mx MEX,MF,25-236,15.9,2,0,0,9,15,1,18,15,21,0,0,0,100,8,4,66.7,Matches
Miguel Jiménez Ponce,mx MEX,GK,33-291,15.8,0,0,0,0,5,0,0,0,0,0,0,0,16,4,0,100.0,Matches
Ricardo Marín,mx MEX,FW,25-287,12.7,2,1,1,14,9,12,3,5,4,1,0,0,22,44,38,53.7,Matches
Gilberto Sepúlveda,mx MEX,DF,24-329,14.4,4,0,0,10,17,0,1,26,12,0,0,0,78,47,38,55.3,Matches
Alan Mozo,mx MEX,DF,26-269,14.3,4,0,0,15,17,1,69,14,28,0,0,0,96,13,14,48.1,Matches
Roberto Alvarado,mx MEX,"FW,MF",25-114,12.6,4,0,0,13,19,2,68,8,7,1,0,0,77,18,17,51.4,Matches
Fernando Rubén González,mx MEX,MF,29-337,12.1,1,0,0,13,14,0,1,20,23,0,0,0,100,17,15,53.1,Matches
Jesús Orozco,mx MEX,DF,21-314,11.1,2,0,0,12,1,0,3,11,11,0,2,0,63,23,10,69.7,Matches
Cristian Calderón,mx MEX,DF,26-220,11.2,2,0,0,11,5,1,37,7,18,0,1,0,72,13,18,41.9,Matches
Antonio Briseño,mx MEX,DF,29-328,9.5,5,0,0,13,7,1,0,13,4,0,1,0,52,42,29,59.2,Matches
Víctor Guzmán,mx MEX,MF,28-330,8.5,3,0,0,13,11,2,48,1,10,0,0,0,45,14,23,37.8,Matches
Isaác Brizuela,mx MEX,"FW,MF",33-124,7.5,0,0,0,5,13,4,25,4,3,0,0,0,33,6,5,54.5,Matches
Erick Gutiérrez,mx MEX,MF,28-198,7.0,2,0,0,15,15,1,3,3,20,0,0,0,48,12,10,54.5,Matches
Jonathan Padilla,mx MEX,"MF,FW",18-011,6.3,1,0,0,11,8,2,22,3,10,0,0,0,45,2,11,15.4,Matches
Alejandro Mayorga,mx MEX,DF,26-215,4.4,1,0,0,6,0,0,8,4,6,0,0,0,35,3,2,60.0,Matches
Alexis Vega,mx MEX,FW,26-035,4.3,2,1,1,8,9,1,20,1,1,0,0,0,17,5,4,55.6,Matches
Ronaldo Cisneros,mx MEX,"FW,MF",26-356,4.5,0,0,0,5,3,1,2,0,1,0,0,0,8,4,11,26.7,Matches
Raúl Martínez,mx MEX,DF,20-300,3.0,0,0,0,5,5,0,0,3,2,0,1,0,13,6,8,42.9,Matches
Jesús Sánchez García,mx MEX,DF,34-121,2.6,1,0,0,2,1,0,3,2,9,0,0,0,23,3,3,50.0,Matches
Juan Brigido,mx MEX,"FW,DF",22-092,3.0,0,0,0,3,2,0,15,0,2,0,0,0,9,1,5,16.7,Matches
Pavel Pérez,mx MEX,"FW,MF",25-187,2.1,0,0,0,2,6,0,13,0,3,0,0,0,16,1,5,16.7,Matches
José Rangel Aguilar,mx MEX,GK,23-308,1.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Alan Torres,mx MEX,MF,23-314,1.8,1,0,0,1,0,0,0,3,1,0,0,0,17,2,3,40.0,Matches
Daniel Armando Ríos,mx MEX,"FW,DF",28-311,0.8,2,0,0,3,1,0,0,1,0,1,0,0,2,2,10,16.7,Matches
Zahid Muñoz,mx MEX,MF,22-335,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Hiram Mier,mx MEX,MF,34-127,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,Matches
Squad Total,,,27.0,17.0,40,2,2,189,183,29,359,144,196,3,5,0,988,290,285,50.4,
Opponent Total,,,28.1,17.0,46,3,0,189,179,16,283,178,191,4,6,0,952,285,290,49.6,
