Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Fernando Beltrán,mx MEX,MF,25-236,17,17,1433.0,15.9,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,1.9,1.9,1.3,3.3,33.0,101.0,66.0,0.19,0.0,0.19,0.19,0.19,0.12,0.08,0.2,0.12,0.2,Matches
Miguel Jiménez Ponce,mx MEX,GK,33-291,16,15,1425.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
Ricardo Marín,mx MEX,FW,25-287,16,15,1139.0,12.7,4.0,1.0,5.0,4.0,0.0,0.0,2.0,1.0,3.3,3.2,1.1,4.3,10.0,20.0,44.0,0.32,0.08,0.4,0.32,0.4,0.26,0.09,0.34,0.25,0.34,Matches
Gilberto Sepúlveda,mx MEX,DF,24-329,15,14,1297.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.0,0.2,6.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
Alan Mozo,mx MEX,DF,26-269,15,14,1286.0,14.3,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,1.1,1.4,32.0,54.0,81.0,0.0,0.07,0.07,0.0,0.07,0.02,0.08,0.1,0.02,0.1,Matches
Roberto Alvarado,mx MEX,"FW,MF",25-114,13,13,1137.0,12.6,6.0,1.0,7.0,2.0,4.0,4.0,4.0,0.0,4.7,1.5,2.4,4.0,51.0,81.0,98.0,0.47,0.08,0.55,0.16,0.24,0.37,0.19,0.56,0.12,0.31,Matches
Fernando Rubén González,mx MEX,MF,29-337,16,13,1091.0,12.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,11.0,57.0,9.0,0.0,0.08,0.08,0.0,0.08,0.01,0.02,0.02,0.01,0.02,Matches
Jesús Orozco,mx MEX,DF,21-314,12,12,999.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.5,9.0,44.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches
Cristian Calderón,mx MEX,DF,26-220,13,11,1005.0,11.2,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,1.4,1.8,19.0,27.0,32.0,0.0,0.27,0.27,0.0,0.27,0.03,0.13,0.16,0.03,0.16,Matches
Antonio Briseño,mx MEX,DF,29-328,11,10,856.0,9.5,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.5,0.5,0.2,0.6,2.0,29.0,1.0,0.11,0.0,0.11,0.11,0.11,0.05,0.02,0.06,0.05,0.06,Matches
