Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Fernando Beltrán,mx MEX,MF,25-236,15.9,739,715,20,10,2,11,18,5,2,0,1,0,620,4,6,Matches
Miguel Jiménez Ponce,mx MEX,GK,33-291,15.8,424,269,154,28,0,3,0,0,0,0,0,0,292,1,0,Matches
Ricardo Marín,mx MEX,FW,25-287,12.7,210,193,17,0,1,2,3,2,0,0,0,0,135,0,8,Matches
Gilberto Sepúlveda,mx MEX,DF,24-329,14.4,639,606,32,19,0,5,1,11,0,0,0,0,536,1,6,Matches
Alan Mozo,mx MEX,DF,26-269,14.3,755,585,169,12,0,7,69,156,1,0,1,0,561,1,13,Matches
Roberto Alvarado,mx MEX,"FW,MF",25-114,12.6,597,517,76,17,0,7,68,14,43,16,20,0,436,4,14,Matches
Fernando Rubén González,mx MEX,MF,29-337,12.1,531,507,21,18,2,3,1,3,0,0,0,0,430,3,6,Matches
Jesús Orozco,mx MEX,DF,21-314,11.1,531,499,31,15,1,14,3,16,0,0,0,0,422,1,6,Matches
Cristian Calderón,mx MEX,DF,26-220,11.2,503,378,125,8,3,5,37,113,4,1,2,0,361,0,13,Matches
Antonio Briseño,mx MEX,DF,29-328,9.5,397,381,16,14,0,4,0,1,0,0,0,0,316,0,0,Matches
Víctor Guzmán,mx MEX,MF,28-330,8.5,435,376,54,17,0,11,48,8,24,8,12,0,322,5,5,Matches
Isaác Brizuela,mx MEX,"FW,MF",33-124,7.5,194,186,7,2,1,3,25,3,1,1,0,0,138,1,8,Matches
Erick Gutiérrez,mx MEX,MF,28-198,7.0,381,364,14,10,1,6,3,4,0,0,0,0,312,3,7,Matches
Jonathan Padilla,mx MEX,"MF,FW",18-011,6.3,212,200,11,1,0,4,22,7,3,0,2,0,143,1,8,Matches
Alejandro Mayorga,mx MEX,DF,26-215,4.4,239,183,55,3,1,1,8,52,0,0,0,0,168,1,9,Matches
Alexis Vega,mx MEX,FW,26-035,4.3,168,144,24,7,0,3,20,3,10,5,3,0,119,0,4,Matches
Ronaldo Cisneros,mx MEX,"FW,MF",26-356,4.5,46,41,5,0,0,0,2,0,0,0,0,0,32,0,0,Matches
Raúl Martínez,mx MEX,DF,20-300,3.0,93,90,3,3,0,3,0,0,0,0,0,0,71,0,2,Matches
Jesús Sánchez García,mx MEX,DF,34-121,2.6,162,123,37,1,0,0,3,36,0,0,0,0,119,2,1,Matches
Juan Brigido,mx MEX,"FW,DF",22-092,3.0,96,89,7,1,1,0,15,6,0,0,0,0,65,0,6,Matches
Pavel Pérez,mx MEX,"FW,MF",25-187,2.1,59,48,10,1,0,1,13,0,9,4,3,0,41,1,6,Matches
José Rangel Aguilar,mx MEX,GK,23-308,1.2,37,23,14,2,0,0,0,0,0,0,0,0,23,0,0,Matches
Alan Torres,mx MEX,MF,23-314,1.8,129,127,2,2,0,1,0,0,0,0,0,0,118,0,2,Matches
Daniel Armando Ríos,mx MEX,"FW,DF",28-311,0.8,14,10,4,0,0,0,0,1,0,0,0,0,9,0,2,Matches
Zahid Muñoz,mx MEX,MF,22-335,0.2,10,10,0,0,0,1,0,0,0,0,0,0,8,0,1,Matches
Hiram Mier,mx MEX,MF,34-127,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,27.0,17.0,7601,6664,908,191,13,95,359,441,97,35,44,0,5797,29,133,
Opponent Total,,,28.1,17.0,8074,7175,883,203,10,82,283,390,90,32,32,1,6339,16,132,
