Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Fernando Beltrán,mx MEX,MF,25-236,15.9,620,739,83.9,10246,2588,318,361,88.1,211,240,87.9,66,98,67.3,0,1.3,1.6,-1.3,13,73,18,7,101,Matches
Miguel Jiménez Ponce,mx MEX,GK,33-291,15.8,292,424,68.9,8454,6249,47,47,100.0,144,145,99.3,92,222,41.4,0,0.1,0.0,-0.1,1,10,0,0,0,Matches
Ricardo Marín,mx MEX,FW,25-287,12.7,135,210,64.3,1876,395,79,104,76.0,40,65,61.5,5,9,55.6,1,1.1,0.8,-0.1,13,10,9,0,20,Matches
Gilberto Sepúlveda,mx MEX,DF,24-329,14.4,536,639,83.9,11071,3795,154,176,87.5,300,329,91.2,80,122,65.6,0,0.0,0.1,0.0,2,38,0,0,34,Matches
Alan Mozo,mx MEX,DF,26-269,14.3,561,755,74.3,9577,4067,290,326,89.0,205,268,76.5,58,133,43.6,1,1.1,1.2,-0.1,18,49,17,10,54,Matches
Roberto Alvarado,mx MEX,"FW,MF",25-114,12.6,436,597,73.0,7436,2295,227,261,87.0,132,175,75.4,57,117,48.7,1,2.4,1.8,-1.4,31,53,19,4,81,Matches
Fernando Rubén González,mx MEX,MF,29-337,12.1,430,531,81.0,7459,2590,201,234,85.9,173,205,84.4,43,66,65.2,1,0.2,0.5,0.8,6,51,7,0,57,Matches
Jesús Orozco,mx MEX,DF,21-314,11.1,422,531,79.5,8989,3585,138,159,86.8,212,243,87.2,70,116,60.3,0,0.1,0.4,-0.1,4,38,2,1,44,Matches
Cristian Calderón,mx MEX,DF,26-220,11.2,361,503,71.8,6483,2891,166,185,89.7,139,184,75.5,46,108,42.6,3,1.4,1.3,1.6,12,28,16,8,27,Matches
Antonio Briseño,mx MEX,DF,29-328,9.5,316,397,79.6,6815,3070,74,88,84.1,201,235,85.5,40,71,56.3,0,0.2,0.2,-0.2,1,19,0,0,29,Matches
Víctor Guzmán,mx MEX,MF,28-330,8.5,322,435,74.0,5671,1486,162,191,84.8,114,147,77.6,36,73,49.3,3,1.5,1.4,1.5,17,37,19,7,58,Matches
Isaác Brizuela,mx MEX,"FW,MF",33-124,7.5,138,194,71.1,2156,475,77,91,84.6,50,67,74.6,8,19,42.1,2,1.1,1.1,0.9,10,5,5,4,15,Matches
Erick Gutiérrez,mx MEX,MF,28-198,7.0,312,381,81.9,5672,2095,127,143,88.8,139,154,90.3,36,59,61.0,0,0.3,0.4,-0.3,5,40,3,0,44,Matches
Jonathan Padilla,mx MEX,"MF,FW",18-011,6.3,143,212,67.5,2256,619,71,95,74.7,59,81,72.8,8,21,38.1,0,0.0,0.4,0.0,1,9,5,2,21,Matches
Alejandro Mayorga,mx MEX,DF,26-215,4.4,168,239,70.3,2984,1498,74,84,88.1,64,92,69.6,23,47,48.9,0,0.0,0.2,0.0,1,16,5,2,16,Matches
Alexis Vega,mx MEX,FW,26-035,4.3,119,168,70.8,2024,624,61,72,84.7,35,54,64.8,18,29,62.1,0,0.4,0.6,-0.4,8,11,4,2,12,Matches
Ronaldo Cisneros,mx MEX,"FW,MF",26-356,4.5,32,46,69.6,436,24,18,25,72.0,9,14,64.3,2,4,50.0,0,0.0,0.0,0.0,1,1,0,0,0,Matches
Raúl Martínez,mx MEX,DF,20-300,3.0,71,93,76.3,1500,688,30,37,81.1,30,36,83.3,11,19,57.9,0,0.0,0.0,0.0,0,5,0,0,10,Matches
Jesús Sánchez García,mx MEX,DF,34-121,2.6,119,162,73.5,1925,986,62,68,91.2,42,58,72.4,12,29,41.4,0,0.0,0.1,0.0,1,14,1,1,13,Matches
Juan Brigido,mx MEX,"FW,DF",22-092,3.0,65,96,67.7,1140,150,31,38,81.6,25,32,78.1,8,16,50.0,0,0.4,0.3,-0.4,4,5,2,0,6,Matches
Pavel Pérez,mx MEX,"FW,MF",25-187,2.1,41,59,69.5,723,258,21,23,91.3,15,18,83.3,4,9,44.4,1,0.5,0.5,0.5,5,1,1,0,5,Matches
José Rangel Aguilar,mx MEX,GK,23-308,1.2,23,37,62.2,724,560,3,3,100.0,11,12,91.7,9,22,40.9,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Alan Torres,mx MEX,MF,23-314,1.8,118,129,91.5,2294,899,39,42,92.9,67,69,97.1,11,15,73.3,0,0.0,0.0,0.0,0,10,0,0,13,Matches
Daniel Armando Ríos,mx MEX,"FW,DF",28-311,0.8,9,14,64.3,112,23,6,8,75.0,3,4,75.0,0,0,,0,0.1,0.0,-0.1,1,0,0,0,0,Matches
Zahid Muñoz,mx MEX,MF,22-335,0.2,8,10,80.0,144,18,4,4,100.0,3,4,75.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Hiram Mier,mx MEX,MF,34-127,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,27.0,17.0,5797,7601,76.3,108167,41928,2480,2865,86.6,2423,2931,82.7,744,1425,52.2,13,12.2,13.0,0.8,155,523,133,48,660,
Opponent Total,,,28.1,17.0,6339,8074,78.5,122951,46591,2478,2838,87.3,2799,3261,85.8,902,1573,57.3,13,11.9,14.9,1.1,166,542,123,51,570,
