Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Fernando Beltrán,mx MEX,MF,25-236,15.9,38,2.38,35,0,1,2,0,0,6,0.38,5,0,0,1,0,0,Matches
Miguel Jiménez Ponce,mx MEX,GK,33-291,15.8,1,0.06,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ricardo Marín,mx MEX,FW,25-287,12.7,21,1.66,17,0,1,1,2,0,3,0.24,1,0,0,1,1,0,Matches
Gilberto Sepúlveda,mx MEX,DF,24-329,14.4,7,0.49,5,0,0,1,0,1,0,0.0,0,0,0,0,0,0,Matches
Alan Mozo,mx MEX,DF,26-269,14.3,28,1.96,21,5,1,0,0,1,3,0.21,1,1,0,0,0,1,Matches
Roberto Alvarado,mx MEX,"FW,MF",25-114,12.6,65,5.15,44,9,4,5,3,0,4,0.32,1,0,1,1,1,0,Matches
Fernando Rubén González,mx MEX,MF,29-337,12.1,23,1.9,17,0,0,0,4,2,3,0.25,2,0,0,0,0,1,Matches
Jesús Orozco,mx MEX,DF,21-314,11.1,9,0.81,6,0,1,0,0,2,0,0.0,0,0,0,0,0,0,Matches
Cristian Calderón,mx MEX,DF,26-220,11.2,18,1.61,16,1,0,1,0,0,3,0.27,3,0,0,0,0,0,Matches
Antonio Briseño,mx MEX,DF,29-328,9.5,4,0.42,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Víctor Guzmán,mx MEX,MF,28-330,8.5,33,3.87,26,5,1,1,0,0,5,0.59,4,1,0,0,0,0,Matches
Isaác Brizuela,mx MEX,"FW,MF",33-124,7.5,23,3.08,17,0,5,1,0,0,2,0.27,2,0,0,0,0,0,Matches
Erick Gutiérrez,mx MEX,MF,28-198,7.0,12,1.71,10,0,0,1,1,0,1,0.14,1,0,0,0,0,0,Matches
Jonathan Padilla,mx MEX,"MF,FW",18-011,6.3,14,2.21,10,0,2,0,0,2,2,0.32,1,0,1,0,0,0,Matches
Alejandro Mayorga,mx MEX,DF,26-215,4.4,7,1.6,4,1,1,1,0,0,1,0.23,1,0,0,0,0,0,Matches
Alexis Vega,mx MEX,FW,26-035,4.3,17,3.98,8,6,1,1,1,0,0,0.0,0,0,0,0,0,0,Matches
Ronaldo Cisneros,mx MEX,"FW,MF",26-356,4.5,5,1.1,3,0,0,1,1,0,0,0.0,0,0,0,0,0,0,Matches
Raúl Martínez,mx MEX,DF,20-300,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jesús Sánchez García,mx MEX,DF,34-121,2.6,3,1.14,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Juan Brigido,mx MEX,"FW,DF",22-092,3.0,8,2.72,6,0,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Pavel Pérez,mx MEX,"FW,MF",25-187,2.1,6,2.92,2,3,0,0,0,1,1,0.49,1,0,0,0,0,0,Matches
José Rangel Aguilar,mx MEX,GK,23-308,1.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Alan Torres,mx MEX,MF,23-314,1.8,5,2.81,5,0,0,0,0,0,1,0.56,1,0,0,0,0,0,Matches
Daniel Armando Ríos,mx MEX,"FW,DF",28-311,0.8,2,2.61,1,0,0,0,1,0,1,1.3,0,0,0,0,1,0,Matches
Zahid Muñoz,mx MEX,MF,22-335,0.2,1,4.29,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Hiram Mier,mx MEX,MF,34-127,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,27.0,17.0,350,20.59,260,32,19,17,13,9,36,2.12,24,2,2,3,3,2,
Opponent Total,,,28.1,17.0,392,23.06,276,33,27,33,17,6,38,2.24,27,0,3,3,3,2,
