Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Sergio Romero,ar ARG,GK,35.0,23,2070.0,90.0,85.2,23.0,23,90.0,23,0,,4,1.61,28.0,20.0,8.0,0.35,0.1,24.6,27.8,-3.2,-0.14,-1.28,Matches
Jorge Figal,ar ARG,DF,28.0,24,1988.0,83.0,81.8,22.1,23,86.0,21,1,10.0,0,1.67,30.0,21.0,9.0,0.41,0.41,25.1,27.1,-1.9,-0.09,-0.75,Matches
Guillermo Matías Fernández,ar ARG,MF,31.0,22,1755.0,80.0,72.2,19.5,21,80.0,9,1,66.0,1,1.59,23.0,19.0,4.0,0.21,-0.46,20.0,22.6,-2.5,-0.13,-0.65,Matches
Alan Varela,ar ARG,MF,21.0,24,1708.0,71.0,70.3,19.0,20,81.0,10,4,24.0,1,1.58,21.0,14.0,7.0,0.37,0.12,21.1,22.4,-1.4,-0.07,-0.4,Matches
Luis Advíncula,pe PER,"DF,FW",32.0,18,1438.0,80.0,59.2,16.0,16,88.0,13,2,18.0,1,1.5,19.0,15.0,4.0,0.25,-0.2,17.5,18.8,-1.2,-0.08,-0.31,Matches
Bruno Valdez,py PAR,DF,30.0,18,1332.0,74.0,54.8,14.8,16,82.0,13,2,13.0,2,1.56,17.0,14.0,3.0,0.2,-0.29,20.0,16.3,3.7,0.25,0.44,Matches
Frank Fabra,co COL,DF,31.0,18,1391.0,77.0,57.2,15.5,15,86.0,12,3,35.0,1,1.83,22.0,9.0,13.0,0.84,1.19,21.2,15.9,5.3,0.34,0.69,Matches
Sebastián Villa,co COL,"FW,MF",26.0,18,1341.0,75.0,55.2,14.9,15,83.0,7,3,34.0,0,1.33,15.0,15.0,0.0,0.0,-0.74,16.9,16.8,0.2,0.01,-0.09,Matches
Marcelo Weigandt,ar ARG,DF,23.0,15,1212.0,81.0,49.9,13.5,14,86.0,11,1,9.0,8,2.07,19.0,11.0,8.0,0.59,0.52,15.4,13.8,1.7,0.12,0.15,Matches
Cristian Medina,ar ARG,"MF,FW",20.0,23,1327.0,58.0,54.6,14.7,13,86.0,6,10,21.0,4,1.87,18.0,9.0,9.0,0.61,0.61,17.4,13.1,4.2,0.29,0.52,Matches
