Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Sergio Romero,ar ARG,GK,35.0,23.0,675,570,669,6,0,0,675,0,0,,0,,304,1553,1072,0,0,0,0,0,236,0,Matches
Jorge Figal,ar ARG,DF,28.0,22.1,1444,140,731,667,63,17,1444,30,19,63.3,8,26.7,860,5778,3349,22,10,0,16,8,923,6,Matches
Guillermo Matías Fernández,ar ARG,MF,31.0,19.5,1310,40,273,831,217,27,1310,28,15,53.6,10,35.7,693,3154,1455,20,23,1,21,13,883,56,Matches
Alan Varela,ar ARG,MF,21.0,19.0,1342,56,356,899,98,1,1342,22,16,72.7,5,22.7,719,3215,1523,9,9,0,18,16,895,9,Matches
Luis Advíncula,pe PER,"DF,FW",32.0,16.0,980,32,225,509,255,21,980,34,15,44.1,15,44.1,559,2885,1450,33,24,4,24,17,632,81,Matches
Bruno Valdez,py PAR,DF,30.0,14.8,1076,104,503,549,29,20,1076,8,5,62.5,3,37.5,611,2884,1777,6,3,1,11,1,675,2,Matches
Frank Fabra,co COL,DF,31.0,15.5,1125,44,291,571,280,23,1125,40,24,60.0,14,35.0,597,2840,1731,38,29,2,15,17,699,79,Matches
Sebastián Villa,co COL,"FW,MF",26.0,14.9,843,0,57,361,452,54,843,108,50,46.3,44,40.7,598,4815,2358,92,60,28,45,18,614,170,Matches
Marcelo Weigandt,ar ARG,DF,23.0,13.5,911,41,261,438,217,31,911,32,11,34.4,16,50.0,498,2332,997,24,17,4,26,11,562,74,Matches
Cristian Medina,ar ARG,"MF,FW",20.0,14.7,899,17,129,539,244,32,899,55,36,65.5,15,27.3,615,3126,1599,42,45,10,35,37,705,53,Matches
Miguel Merentiel,uy URU,FW,26.0,13.7,368,5,17,173,186,46,368,27,17,63.0,9,33.3,208,1070,435,13,14,8,24,17,282,71,Matches
Óscar Romero,py PAR,"MF,FW",30.0,11.9,963,4,47,620,307,13,963,56,32,57.1,16,28.6,627,2861,1166,26,27,0,27,20,736,73,Matches
Darío Benedetto,ar ARG,FW,32.0,9.9,274,6,13,143,121,33,274,18,7,38.9,11,61.1,156,625,135,4,5,2,35,10,205,47,Matches
Nicolás Valentini,ar ARG,DF,21.0,11.2,796,70,368,408,23,8,796,7,3,42.9,3,42.9,462,2462,1763,6,5,0,3,1,528,2,Matches
Valentín Barco,ar ARG,"DF,FW",18.0,9.2,595,7,130,288,188,14,595,58,25,43.1,24,41.4,379,2223,1092,29,24,8,19,26,411,60,Matches
Ignacio Fernández,ar ARG,MF,20.0,10.8,955,14,157,682,123,7,955,41,19,46.3,17,41.5,631,3136,1590,20,13,1,25,15,714,19,Matches
Facundo Roncaglia,ar ARG,DF,35.0,10.8,670,73,350,295,29,5,670,7,7,100.0,0,0.0,375,1772,886,3,1,1,4,4,371,8,Matches
Luca Langoni,ar ARG,"FW,MF",20.0,7.9,265,2,13,108,148,28,265,31,10,32.3,18,58.1,179,1180,481,18,9,4,26,7,202,81,Matches
Juan Ramírez,ar ARG,"MF,FW",29.0,6.2,363,1,39,230,101,10,363,19,5,26.3,12,63.2,229,1257,663,18,18,2,15,11,277,34,Matches
Martín Payero,ar ARG,MF,24.0,5.6,311,4,36,183,99,12,311,28,14,50.0,13,46.4,197,969,419,7,9,2,15,6,220,19,Matches
Felicia Karlsson,ar ARG,DF,29.0,5.1,352,10,91,165,99,6,352,14,7,50.0,6,42.9,160,907,429,13,11,2,5,10,207,29,Matches
Luis Vázquez,ar ARG,FW,22.0,4.8,169,4,9,86,75,19,169,14,6,42.9,7,50.0,92,433,212,7,9,4,20,10,115,23,Matches
Javier Hernán García,ar ARG,GK,36.0,4.0,115,97,114,1,0,0,115,0,0,,0,,64,282,153,0,0,0,0,0,54,0,Matches
Nicolás Orsini,ar ARG,FW,28.0,2.3,71,2,2,25,45,12,71,5,3,60.0,2,40.0,33,145,21,1,1,0,6,1,50,15,Matches
Norberto Briasco,am ARM,"FW,MF",26.0,3.8,195,1,13,84,102,12,195,27,13,48.1,13,48.1,132,941,449,17,7,4,19,9,143,55,Matches
Esteban Rolón,ar ARG,MF,27.0,1.6,143,2,31,87,26,2,143,5,2,40.0,2,40.0,74,248,121,1,1,1,5,6,93,1,Matches
Nahuel Génez,ar ARG,DF,19.0,1.0,70,1,16,37,17,0,70,5,2,40.0,3,60.0,50,289,130,3,2,0,0,0,52,8,Matches
Exequiel Zeballos,ar ARG,"MF,FW",20.0,1.2,63,0,2,28,33,5,63,17,7,41.2,7,41.2,42,308,158,6,5,2,5,4,42,13,Matches
Aaron Anselmino,ar ARG,DF,17.0,0.5,46,6,26,19,1,0,46,2,2,100.0,0,0.0,33,102,50,0,0,0,0,0,31,0,Matches
Diego González,ar ARG,MF,34.0,0.4,46,1,15,27,4,0,46,0,0,,0,,25,84,32,0,2,0,1,1,30,0,Matches
Brandon Cortés,cl CHI,FW,21.0,0.2,23,1,2,15,6,1,23,1,1,100.0,0,0.0,18,93,20,0,0,0,0,1,17,4,Matches
Javier Morales,ar ARG,FW,19.0,0.1,2,0,0,1,1,0,2,0,0,,0,,1,0,0,0,0,0,0,0,1,0,Matches
Squad Total,,,27.8,27.0,17460,1355,4986,9075,3589,459,17460,739,373,50.5,293,39.6,10221,53969,27716,478,383,91,465,297,11605,1092,
Opponent Total,,,27.2,27.0,12357,1249,3921,5857,2756,391,12352,491,220,44.8,231,47.0,6090,33356,16240,308,231,71,403,221,6718,681,
