Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Sergio Romero,ar ARG,GK,35.0,23.0,465,622,74.8,12771,9701,73,73,100.0,228,234,97.4,150,299,50.2,0,0.0,0.0,0.0,0,12,0,0,0,Matches
Jorge Figal,ar ARG,DF,28.0,22.1,1013,1235,82.0,19450,7329,361,398,90.7,529,579,91.4,113,223,50.7,0,0.1,0.3,-0.1,2,54,7,0,53,Matches
Guillermo Matías Fernández,ar ARG,MF,31.0,19.5,948,1129,84.0,16925,4285,419,471,89.0,392,448,87.5,114,145,78.6,2,2.6,2.5,-0.6,24,81,12,3,105,Matches
Alan Varela,ar ARG,MF,21.0,19.0,1022,1155,88.5,17769,4990,440,481,91.5,482,515,93.6,79,113,69.9,1,0.6,0.8,0.4,13,68,6,1,68,Matches
Luis Advíncula,pe PER,"DF,FW",32.0,16.0,669,819,81.7,11176,3671,343,381,90.0,252,298,84.6,61,98,62.2,3,2.7,2.4,0.3,22,53,17,8,73,Matches
Bruno Valdez,py PAR,DF,30.0,14.8,797,924,86.3,14649,5169,297,322,92.2,429,470,91.3,64,106,60.4,0,0.2,0.1,-0.2,2,23,0,0,46,Matches
Frank Fabra,co COL,DF,31.0,15.5,812,990,82.0,13219,4923,415,458,90.6,313,374,83.7,66,117,56.4,1,2.2,2.3,-1.2,17,61,20,12,97,Matches
Sebastián Villa,co COL,"FW,MF",26.0,14.9,418,620,67.4,7682,1910,204,250,81.6,153,205,74.6,54,119,45.4,2,3.7,3.1,-1.7,30,37,27,8,61,Matches
Marcelo Weigandt,ar ARG,DF,23.0,13.5,579,757,76.5,8873,3061,342,384,89.1,194,259,74.9,35,63,55.6,3,1.0,1.0,2.0,9,38,11,5,51,Matches
Cristian Medina,ar ARG,"MF,FW",20.0,14.7,644,739,87.1,9686,2134,356,386,92.2,234,268,87.3,33,40,82.5,1,1.0,1.3,0.0,10,48,7,0,73,Matches
Miguel Merentiel,uy URU,FW,26.0,13.7,200,265,75.5,2503,514,133,168,79.2,54,68,79.4,2,8,25.0,2,0.8,1.1,1.2,7,15,5,0,19,Matches
Óscar Romero,py PAR,"MF,FW",30.0,11.9,636,816,77.9,11715,3139,300,344,87.2,227,265,85.7,94,159,59.1,3,2.1,2.6,0.9,26,97,22,2,110,Matches
Darío Benedetto,ar ARG,FW,32.0,9.9,116,176,65.9,1902,322,61,80,76.3,35,56,62.5,15,27,55.6,1,0.9,0.5,0.1,7,11,6,1,16,Matches
Nicolás Valentini,ar ARG,DF,21.0,11.2,557,689,80.8,10594,4519,195,216,90.3,307,346,88.7,49,107,45.8,0,0.0,0.1,0.0,0,29,0,0,61,Matches
Valentín Barco,ar ARG,"DF,FW",18.0,9.2,348,463,75.2,5211,1738,216,249,86.7,98,138,71.0,24,48,50.0,1,0.9,0.7,0.1,6,37,11,2,49,Matches
Ignacio Fernández,ar ARG,MF,20.0,10.8,694,802,86.5,12030,3312,321,356,90.2,279,313,89.1,75,93,80.6,0,1.2,1.3,-1.2,10,58,5,0,73,Matches
Facundo Roncaglia,ar ARG,DF,35.0,10.8,455,560,81.3,8587,3284,158,180,87.8,245,275,89.1,45,81,55.6,0,0.1,0.1,-0.1,2,24,1,0,35,Matches
Luca Langoni,ar ARG,"FW,MF",20.0,7.9,131,173,75.7,2030,246,77,90,85.6,40,49,81.6,12,19,63.2,1,0.7,0.6,0.3,7,5,5,3,9,Matches
Juan Ramírez,ar ARG,"MF,FW",29.0,6.2,244,289,84.4,3353,732,149,169,88.2,71,82,86.6,11,18,61.1,0,0.4,0.3,-0.4,6,24,5,2,26,Matches
Martín Payero,ar ARG,MF,24.0,5.6,174,234,74.4,2733,638,89,106,84.0,67,83,80.7,12,29,41.4,0,0.3,0.3,-0.3,9,23,1,1,19,Matches
Felicia Karlsson,ar ARG,DF,29.0,5.1,234,301,77.7,3611,1379,135,148,91.2,84,105,80.0,10,28,35.7,0,0.2,0.2,-0.2,1,14,2,2,24,Matches
Luis Vázquez,ar ARG,FW,22.0,4.8,71,108,65.7,833,120,47,59,79.7,18,28,64.3,0,0,,2,1.3,0.3,0.7,3,1,2,1,3,Matches
Javier Hernán García,ar ARG,GK,36.0,4.0,78,111,70.3,2020,1432,13,13,100.0,46,48,95.8,19,50,38.0,0,0.0,0.0,0.0,0,2,0,0,0,Matches
Nicolás Orsini,ar ARG,FW,28.0,2.3,33,45,73.3,486,39,22,27,81.5,8,9,88.9,2,3,66.7,0,0.0,0.1,0.0,1,3,0,0,1,Matches
Norberto Briasco,am ARM,"FW,MF",26.0,3.8,97,127,76.4,1346,299,63,72,87.5,27,33,81.8,5,13,38.5,1,0.2,0.8,0.8,4,7,5,1,12,Matches
Esteban Rolón,ar ARG,MF,27.0,1.6,99,112,88.4,1410,364,57,62,91.9,33,37,89.2,4,5,80.0,0,0.1,0.1,-0.1,2,9,1,0,8,Matches
Nahuel Génez,ar ARG,DF,19.0,1.0,49,61,80.3,711,150,34,37,91.9,13,17,76.5,2,5,40.0,0,0.0,0.0,0.0,0,1,0,0,3,Matches
Exequiel Zeballos,ar ARG,"MF,FW",20.0,1.2,20,29,69.0,362,137,10,10,100.0,5,7,71.4,4,9,44.4,1,0.2,0.3,0.8,3,2,1,1,2,Matches
Aaron Anselmino,ar ARG,DF,17.0,0.5,39,40,97.5,655,213,17,17,100.0,17,17,100.0,3,4,75.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Diego González,ar ARG,MF,34.0,0.4,32,39,82.1,489,192,17,18,94.4,11,12,91.7,2,6,33.3,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Brandon Cortés,cl CHI,FW,21.0,0.2,15,21,71.4,278,52,8,10,80.0,5,6,83.3,2,3,66.7,0,0.0,0.0,0.0,0,2,0,0,2,Matches
Javier Morales,ar ARG,FW,19.0,0.1,1,1,100.0,14,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,27.8,27.0,11690,14452,80.9,205073,69994,5373,6036,89.0,4896,5644,86.7,1161,2038,57.0,25,23.3,23.1,1.7,223,840,179,53,1100,
Opponent Total,,,27.2,27.0,6828,9448,72.3,125683,52943,2923,3478,84.0,2890,3616,79.9,813,1733,46.9,14,16.3,13.8,-2.3,185,578,118,40,702,
