Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Player Link_,Player ID_,Competition
1,Abdel Abdallah,COM,DF,Rodez Aveyron,26-143,1997,13.7,2.99,3.00,2.55,0.07,0.07,0.22,0.07,0.00,0.22,0.22,0.22,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/18f2e473/Abdel-Abdallah,18f2e473,Ligue 2
2,Himad Abdelli,ALG,"MF,FW",Angers,24-052,1999,18.0,3.11,3.11,2.44,0.22,0.17,0.11,0.06,0.11,0.39,0.39,0.39,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/7978cbf0/Himad-Abdelli,7978cbf0,Ligue 2
3,Ali Abdi,TUN,"DF,MF",Caen,30-019,1993,19.0,2.53,2.53,1.63,0.58,0.16,0.11,0.05,0.00,0.16,0.16,0.11,0.05,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ad7cdb35/Ali-Abdi,ad7cdb35,Ligue 2
4,Elhadj Abdourahamane Bah,GUI,FW,Dunkerque,22-139,2001,1.2,,,,,,,,,,,,,,,,,https://fbref.com/en/players/9edcee65/Elhadj-Abdourahamane-Bah,9edcee65,Ligue 2
5,Salomon Abergel,FRA,DF,Ajaccio,19-188,2004,1.9,1.05,1.04,1.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/09273360/Salomon-Abergel,09273360,Ligue 2
6,Martin Adeline,FRA,MF,Annecy,20-037,2003,13.6,1.91,1.91,1.47,0.00,0.15,0.07,0.22,0.00,0.15,0.15,0.07,0.00,0.00,0.00,0.07,0.00,https://fbref.com/en/players/7587446d/Martin-Adeline,7587446d,Ligue 2
7,Jordan Adéoti,BEN,"MF,FW",Stade Laval,34-302,1989,1.1,0.91,0.93,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/508c8f3e/Jordan-Adeoti,508c8f3e,Ligue 2
8,Saad Agouzoul,MAR,DF,Auxerre,26-151,1997,5.2,0.77,0.77,0.77,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e08ba522/Saad-Agouzoul,e08ba522,Ligue 2
9,Ange Ahoussou,CIV,"DF,MF",Pau FC,20-017,2003,6.1,0.66,0.66,0.66,0.00,0.00,0.00,0.00,0.00,0.16,0.17,0.16,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/6449f935/Ange-Ahoussou,6449f935,Ligue 2
10,Clément Akpa,CIV,DF,Auxerre,22-045,2001,5.3,2.45,2.43,2.08,0.38,0.00,0.00,0.00,0.00,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/0abb5072/Clement-Akpa,0abb5072,Ligue 2
11,Sofiane Alakouch,MAR,DF,Paris FC,25-163,1998,10.3,1.46,1.45,1.36,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/5314e067/Sofiane-Alakouch,5314e067,Ligue 2
12,Doğan Alemdar,TUR,GK,Troyes,21-071,2002,15.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/9e17ccff/Dogan-Alemdar,9e17ccff,Ligue 2
