Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Claudio Corvalán,ar ARG,DF,33.0,25,25,2225.0,24.7,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.8,0.8,1.0,1.7,6.0,77.0,25.0,0.0,0.04,0.04,0.0,0.04,0.03,0.04,0.07,0.03,0.07,Matches
Federico Vera,ar ARG,DF,24.0,24,24,1887.0,21.0,0.0,2.0,2.0,0.0,0.0,0.0,8.0,0.0,0.6,0.6,1.0,1.6,51.0,53.0,91.0,0.0,0.1,0.1,0.0,0.1,0.03,0.05,0.08,0.03,0.08,Matches
Franco Calderón,ar ARG,DF,24.0,22,22,1970.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.6,0.6,0.0,0.6,3.0,31.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Imanol Machuca,ar ARG,"FW,MF",23.0,22,22,1860.0,20.7,4.0,1.0,5.0,4.0,0.0,0.0,4.0,1.0,2.8,2.8,2.6,5.4,105.0,58.0,129.0,0.19,0.05,0.24,0.19,0.24,0.14,0.13,0.26,0.14,0.26,Matches
Mauro Luna Diale,ar ARG,"MF,FW",23.0,25,22,1824.0,20.3,3.0,3.0,6.0,2.0,1.0,1.0,4.0,1.0,3.4,2.7,1.9,4.6,42.0,73.0,110.0,0.15,0.15,0.3,0.1,0.25,0.17,0.09,0.26,0.13,0.23,Matches
Yeison Gordillo,co COL,MF,30.0,23,20,1791.0,19.9,1.0,0.0,1.0,1.0,0.0,0.0,8.0,1.0,0.6,0.6,0.1,0.8,7.0,42.0,7.0,0.05,0.0,0.05,0.05,0.05,0.03,0.01,0.04,0.03,0.04,Matches
Kevin Zenon,ar ARG,"DF,MF",21.0,21,17,1503.0,16.7,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.2,1.2,1.0,2.2,41.0,88.0,94.0,0.12,0.0,0.12,0.12,0.12,0.07,0.06,0.13,0.07,0.13,Matches
Enzo Martín Roldán,ar ARG,MF,22.0,24,17,1487.0,16.5,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.1,1.1,1.0,2.1,30.0,70.0,29.0,0.06,0.06,0.12,0.06,0.12,0.06,0.06,0.13,0.06,0.13,Matches
Santiago Mele,uy URU,GK,25.0,16,16,1440.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jerónimo Domina,ar ARG,FW,17.0,21,13,1150.0,12.8,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,2.1,2.1,0.8,2.9,17.0,25.0,74.0,0.23,0.08,0.31,0.23,0.31,0.17,0.06,0.23,0.17,0.23,Matches
Oscar Piris,ar ARG,DF,33.0,13,12,1079.0,12.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,0.4,1.6,4.0,32.0,3.0,0.08,0.0,0.08,0.08,0.08,0.1,0.03,0.14,0.1,0.14,Matches
Luciano Aued,ar ARG,MF,35.0,18,12,1013.0,11.3,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.5,1.5,6.0,59.0,19.0,0.09,0.09,0.18,0.09,0.18,0.09,0.04,0.13,0.09,0.13,Matches
Lucas Esquivel,ar ARG,DF,21.0,12,11,1035.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,1.0,1.4,32.0,42.0,38.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.12,0.04,0.12,Matches
Sebastián Moyano,ar ARG,GK,32.0,11,11,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nicolás Paz,ar ARG,DF,20.0,11,11,894.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.0,0.2,7.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
Daniel Juárez,ar ARG,"MF,FW",21.0,16,9,651.0,7.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,1.0,11.0,17.0,28.0,0.0,0.14,0.14,0.0,0.14,0.09,0.04,0.14,0.09,0.14,Matches
Ezequiel Cañete,ar ARG,"FW,MF",23.0,17,7,593.0,6.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,1.2,1.7,5.0,33.0,11.0,0.0,0.15,0.15,0.0,0.15,0.08,0.18,0.26,0.08,0.26,Matches
Junior Marabel,py PAR,FW,24.0,18,5,585.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.3,1.5,10.0,8.0,41.0,0.0,0.0,0.0,0.0,0.0,0.2,0.04,0.24,0.2,0.24,Matches
