Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Claudio Corvalán,ar ARG,DF,33.0,24.7,1398.0,153.0,749.0,553.0,109.0,21.0,1398.0,10.0,5.0,50.0,5.0,50.0,632.0,2774.0,1554.0,6.0,13.0,1.0,9.0,2.0,763.0,25.0,Matches
Federico Vera,ar ARG,DF,24.0,21.0,1082.0,52.0,336.0,472.0,289.0,26.0,1082.0,70.0,33.0,47.1,28.0,40.0,488.0,3216.0,1697.0,51.0,32.0,7.0,35.0,20.0,505.0,91.0,Matches
Franco Calderón,ar ARG,DF,24.0,21.9,952.0,177.0,563.0,363.0,32.0,21.0,952.0,3.0,3.0,100.0,0.0,0.0,406.0,1627.0,703.0,3.0,2.0,0.0,5.0,2.0,478.0,3.0,Matches
Imanol Machuca,ar ARG,"FW,MF",23.0,20.7,813.0,7.0,86.0,340.0,430.0,54.0,813.0,193.0,116.0,60.1,56.0,29.0,538.0,5842.0,2893.0,105.0,77.0,25.0,65.0,54.0,535.0,129.0,Matches
Mauro Luna Diale,ar ARG,"MF,FW",23.0,20.3,855.0,28.0,125.0,418.0,328.0,66.0,854.0,66.0,35.0,53.0,22.0,33.3,496.0,3092.0,1316.0,42.0,32.0,4.0,64.0,45.0,559.0,110.0,Matches
Yeison Gordillo,co COL,MF,30.0,19.9,994.0,55.0,325.0,584.0,100.0,11.0,994.0,15.0,9.0,60.0,5.0,33.3,382.0,1668.0,647.0,7.0,12.0,0.0,22.0,11.0,438.0,7.0,Matches
Kevin Zenon,ar ARG,"DF,MF",21.0,16.7,946.0,20.0,195.0,379.0,391.0,23.0,946.0,50.0,23.0,46.0,23.0,46.0,461.0,2949.0,1466.0,41.0,25.0,6.0,46.0,16.0,500.0,94.0,Matches
Enzo Martín Roldán,ar ARG,MF,22.0,16.5,867.0,23.0,204.0,503.0,185.0,14.0,867.0,40.0,21.0,52.5,14.0,35.0,415.0,2869.0,1213.0,30.0,20.0,3.0,23.0,13.0,477.0,29.0,Matches
Santiago Mele,uy URU,GK,25.0,16.0,436.0,366.0,436.0,0.0,0.0,0.0,436.0,0.0,0.0,,0.0,,176.0,990.0,683.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,Matches
Jerónimo Domina,ar ARG,FW,17.0,12.8,392.0,5.0,26.0,186.0,187.0,41.0,392.0,50.0,17.0,34.0,30.0,60.0,241.0,1330.0,478.0,17.0,17.0,5.0,46.0,23.0,279.0,74.0,Matches
Oscar Piris,ar ARG,DF,33.0,12.0,625.0,72.0,356.0,250.0,29.0,17.0,625.0,5.0,2.0,40.0,3.0,60.0,265.0,1480.0,991.0,4.0,4.0,0.0,11.0,2.0,303.0,3.0,Matches
Luciano Aued,ar ARG,MF,35.0,11.3,585.0,20.0,137.0,352.0,103.0,17.0,585.0,3.0,1.0,33.3,2.0,66.7,260.0,1101.0,563.0,6.0,8.0,0.0,11.0,10.0,312.0,19.0,Matches
Lucas Esquivel,ar ARG,DF,21.0,11.5,764.0,30.0,252.0,308.0,214.0,8.0,764.0,27.0,18.0,66.7,9.0,33.3,344.0,2095.0,1198.0,32.0,30.0,5.0,10.0,17.0,348.0,38.0,Matches
Sebastián Moyano,ar ARG,GK,32.0,11.0,304.0,251.0,304.0,0.0,0.0,0.0,304.0,0.0,0.0,,0.0,,139.0,753.0,517.0,0.0,0.0,0.0,1.0,0.0,101.0,0.0,Matches
Nicolás Paz,ar ARG,DF,20.0,9.9,515.0,53.0,267.0,232.0,23.0,5.0,515.0,6.0,2.0,33.3,4.0,66.7,235.0,1182.0,760.0,7.0,4.0,0.0,2.0,3.0,261.0,4.0,Matches
Daniel Juárez,ar ARG,"MF,FW",21.0,7.2,269.0,4.0,48.0,118.0,110.0,17.0,269.0,18.0,6.0,33.3,10.0,55.6,155.0,943.0,358.0,11.0,11.0,3.0,16.0,8.0,162.0,28.0,Matches
Ezequiel Cañete,ar ARG,"FW,MF",23.0,6.6,384.0,9.0,61.0,224.0,102.0,11.0,384.0,12.0,3.0,25.0,8.0,66.7,236.0,1064.0,357.0,5.0,4.0,0.0,16.0,12.0,253.0,11.0,Matches
Junior Marabel,py PAR,FW,24.0,6.5,235.0,7.0,23.0,89.0,125.0,42.0,235.0,15.0,8.0,53.3,6.0,40.0,124.0,522.0,197.0,10.0,4.0,5.0,19.0,13.0,174.0,41.0,Matches
Thiago Vecino,uy URU,FW,23.0,4.9,157.0,8.0,15.0,75.0,67.0,17.0,157.0,4.0,0.0,0.0,4.0,100.0,85.0,267.0,48.0,1.0,3.0,1.0,20.0,7.0,111.0,24.0,Matches
Francisco Gerometta,ar ARG,"DF,MF",23.0,5.7,351.0,22.0,111.0,156.0,90.0,7.0,351.0,12.0,9.0,75.0,3.0,25.0,163.0,1063.0,509.0,17.0,6.0,1.0,6.0,2.0,161.0,19.0,Matches
Joaquín Mosqueira,,MF,,4.4,,,,,,,,,,,,,,,,,,,,,,,Matches
Mateo Del Blanco,ar ARG,"DF,MF",19.0,3.7,222.0,4.0,43.0,114.0,68.0,5.0,222.0,19.0,8.0,42.1,10.0,52.6,109.0,696.0,386.0,13.0,4.0,3.0,10.0,3.0,122.0,15.0,Matches
Tomás González,ar ARG,"MF,FW",19.0,2.8,134.0,0.0,10.0,46.0,78.0,13.0,134.0,14.0,8.0,57.1,4.0,28.6,76.0,507.0,274.0,13.0,9.0,3.0,8.0,5.0,95.0,22.0,Matches
Juan Ludueña,ar ARG,DF,19.0,2.7,,,,,,,,,,,,,,,,,,,,,,,Matches
Mariano Meynier,ar ARG,FW,19.0,0.9,27.0,2.0,4.0,15.0,8.0,1.0,27.0,0.0,0.0,,0.0,,10.0,24.0,2.0,0.0,0.0,0.0,4.0,0.0,16.0,3.0,Matches
Gastón Comas,ar ARG,MF,24.0,0.7,51.0,1.0,7.0,37.0,7.0,0.0,51.0,3.0,0.0,0.0,2.0,66.7,32.0,166.0,79.0,2.0,1.0,0.0,3.0,3.0,39.0,3.0,Matches
Bryan Castrillón,co COL,"FW,MF",23.0,2.6,134.0,0.0,16.0,54.0,71.0,16.0,134.0,16.0,7.0,43.8,9.0,56.3,82.0,616.0,283.0,9.0,10.0,3.0,13.0,5.0,87.0,27.0,Matches
Lisandro Morales,ar ARG,DF,19.0,0.3,,,,,,,,,,,,,,,,,,,,,,,Matches
Valentino Venetucci,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,25.6,27.0,13492.0,1369.0,4699.0,5868.0,3146.0,453.0,13491.0,651.0,334.0,51.3,257.0,39.5,6550.0,38836.0,19172.0,432.0,328.0,75.0,465.0,276.0,7187.0,819.0,
Opponent Total,,,27.2,27.0,14993.0,1391.0,4453.0,7155.0,3553.0,465.0,14988.0,592.0,275.0,46.5,275.0,46.5,7818.0,40105.0,20223.0,395.0,323.0,78.0,465.0,264.0,8727.0,1000.0,
