Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Claudio Corvalán,ar ARG,DF,33.0,24.7,8,0,0,27,15,3,12,50,34,0.0,1.0,0,146.0,30.0,32.0,48.4,Matches
Federico Vera,ar ARG,DF,24.0,21.0,8,0,0,46,37,1,64,23,36,0.0,1.0,0,142.0,21.0,16.0,56.8,Matches
Franco Calderón,ar ARG,DF,24.0,21.9,5,1,0,20,15,1,1,23,13,0.0,0.0,0,99.0,51.0,49.0,51.0,Matches
Imanol Machuca,ar ARG,"FW,MF",23.0,20.7,4,1,0,22,42,6,80,2,20,0.0,0.0,0,109.0,10.0,25.0,28.6,Matches
Mauro Luna Diale,ar ARG,"MF,FW",23.0,20.3,4,1,0,19,48,1,21,2,26,1.0,0.0,0,101.0,32.0,49.0,39.5,Matches
Yeison Gordillo,co COL,MF,30.0,19.9,8,1,0,60,13,0,3,29,48,0.0,1.0,0,165.0,15.0,24.0,38.5,Matches
Kevin Zenon,ar ARG,"DF,MF",21.0,16.7,1,0,0,14,18,1,123,15,18,0.0,0.0,0,117.0,11.0,20.0,35.5,Matches
Enzo Martín Roldán,ar ARG,MF,22.0,16.5,4,0,0,19,23,0,44,25,17,0.0,0.0,0,149.0,19.0,16.0,54.3,Matches
Santiago Mele,uy URU,GK,25.0,16.0,0,0,0,0,2,0,0,0,0,0.0,0.0,0,7.0,6.0,0.0,100.0,Matches
Jerónimo Domina,ar ARG,FW,17.0,12.8,3,0,0,22,17,7,17,3,4,0.0,0.0,0,37.0,25.0,40.0,38.5,Matches
Oscar Piris,ar ARG,DF,33.0,12.0,2,0,0,14,7,1,2,18,15,0.0,0.0,0,82.0,48.0,24.0,66.7,Matches
Luciano Aued,ar ARG,MF,35.0,11.3,3,0,0,12,9,0,11,12,18,0.0,0.0,0,80.0,24.0,14.0,63.2,Matches
Lucas Esquivel,ar ARG,DF,21.0,11.5,1,0,0,5,8,1,55,14,19,0.0,1.0,0,94.0,18.0,15.0,54.5,Matches
Sebastián Moyano,ar ARG,GK,32.0,11.0,1,0,0,0,1,0,0,0,0,0.0,0.0,0,10.0,2.0,0.0,100.0,Matches
Nicolás Paz,ar ARG,DF,20.0,9.9,4,0,0,10,1,0,2,10,20,0.0,0.0,0,41.0,10.0,12.0,45.5,Matches
Daniel Juárez,ar ARG,"MF,FW",21.0,7.2,0,0,0,12,5,1,9,3,9,0.0,0.0,0,44.0,13.0,18.0,41.9,Matches
Ezequiel Cañete,ar ARG,"FW,MF",23.0,6.6,1,0,0,12,14,0,11,4,10,0.0,0.0,0,47.0,15.0,22.0,40.5,Matches
Junior Marabel,py PAR,FW,24.0,6.5,0,0,0,4,9,1,6,0,2,0.0,0.0,0,15.0,24.0,35.0,40.7,Matches
Thiago Vecino,uy URU,FW,23.0,4.9,1,0,0,12,3,4,3,2,3,0.0,0.0,0,12.0,16.0,32.0,33.3,Matches
Francisco Gerometta,ar ARG,"DF,MF",23.0,5.7,1,0,0,6,4,0,31,5,14,0.0,0.0,0,49.0,8.0,9.0,47.1,Matches
Joaquín Mosqueira,,MF,,4.4,1,0,0,3,2,0,3,1,5,,,0,,,,,Matches
Mateo Del Blanco,ar ARG,"DF,MF",19.0,3.7,2,0,0,6,11,0,29,3,5,0.0,0.0,0,34.0,5.0,5.0,50.0,Matches
Tomás González,ar ARG,"MF,FW",19.0,2.8,0,1,0,5,8,0,13,3,5,0.0,0.0,0,7.0,11.0,7.0,61.1,Matches
Juan Ludueña,ar ARG,DF,19.0,2.7,0,0,0,3,1,0,1,7,4,,,0,,,,,Matches
Mariano Meynier,ar ARG,FW,19.0,0.9,0,0,0,2,0,0,0,0,2,0.0,0.0,0,2.0,1.0,4.0,20.0,Matches
Gastón Comas,ar ARG,MF,24.0,0.7,0,0,0,1,1,0,0,0,1,0.0,0.0,0,10.0,0.0,1.0,0.0,Matches
Bryan Castrillón,co COL,"FW,MF",23.0,2.6,1,0,0,3,4,3,14,1,3,0.0,0.0,0,18.0,1.0,1.0,50.0,Matches
Lisandro Morales,ar ARG,DF,19.0,0.3,0,0,0,1,1,0,1,1,0,,,0,,,,,Matches
Valentino Venetucci,,,,0.0,0,0,0,0,0,0,0,1,0,,,0,,,,,Matches
Squad Total,,,25.6,27.0,63,5,0,360,319,31,556,257,351,1.0,4.0,0,1617.0,416.0,470.0,47.0,
Opponent Total,,,27.2,27.0,68,4,3,339,339,58,501,265,349,3.0,1.0,0,1577.0,472.0,411.0,53.5,
