Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Claudio Corvalán,ar ARG,DF,33.0,24.7,1125.0,1025.0,98.0,31.0,0.0,4.0,12,66.0,0.0,0.0,0.0,0.0,842.0,2.0,29.0,Matches
Federico Vera,ar ARG,DF,24.0,21.0,822.0,627.0,192.0,5.0,1.0,4.0,64,186.0,1.0,0.0,1.0,0.0,508.0,3.0,55.0,Matches
Franco Calderón,ar ARG,DF,24.0,21.9,736.0,695.0,40.0,34.0,0.0,6.0,1,6.0,0.0,0.0,0.0,0.0,583.0,1.0,11.0,Matches
Imanol Machuca,ar ARG,"FW,MF",23.0,20.7,545.0,469.0,69.0,20.0,5.0,1.0,80,3.0,36.0,6.0,14.0,0.0,372.0,7.0,29.0,Matches
Mauro Luna Diale,ar ARG,"MF,FW",23.0,20.3,580.0,565.0,14.0,4.0,3.0,5.0,21,4.0,0.0,0.0,0.0,0.0,417.0,1.0,27.0,Matches
Yeison Gordillo,co COL,MF,30.0,19.9,748.0,716.0,31.0,28.0,0.0,0.0,3,3.0,0.0,0.0,0.0,0.0,616.0,1.0,22.0,Matches
Kevin Zenon,ar ARG,"DF,MF",21.0,16.7,747.0,550.0,192.0,31.0,4.0,4.0,123,112.0,49.0,12.0,26.0,0.0,471.0,5.0,36.0,Matches
Enzo Martín Roldán,ar ARG,MF,22.0,16.5,701.0,655.0,43.0,20.0,0.0,7.0,44,2.0,21.0,7.0,13.0,0.0,502.0,3.0,24.0,Matches
Santiago Mele,uy URU,GK,25.0,16.0,400.0,210.0,190.0,46.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,264.0,0.0,0.0,Matches
Jerónimo Domina,ar ARG,FW,17.0,12.8,249.0,238.0,10.0,0.0,2.0,1.0,17,0.0,0.0,0.0,0.0,0.0,159.0,1.0,18.0,Matches
Oscar Piris,ar ARG,DF,33.0,12.0,487.0,461.0,26.0,18.0,1.0,4.0,2,8.0,0.0,0.0,0.0,0.0,358.0,0.0,6.0,Matches
Luciano Aued,ar ARG,MF,35.0,11.3,487.0,441.0,45.0,39.0,0.0,6.0,11,6.0,0.0,0.0,0.0,0.0,361.0,1.0,9.0,Matches
Lucas Esquivel,ar ARG,DF,21.0,11.5,624.0,453.0,169.0,25.0,0.0,4.0,55,136.0,8.0,5.0,3.0,0.0,407.0,2.0,21.0,Matches
Sebastián Moyano,ar ARG,GK,32.0,11.0,287.0,174.0,113.0,28.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,Matches
Nicolás Paz,ar ARG,DF,20.0,9.9,421.0,343.0,77.0,23.0,0.0,7.0,2,53.0,0.0,0.0,0.0,0.0,295.0,1.0,6.0,Matches
Daniel Juárez,ar ARG,"MF,FW",21.0,7.2,184.0,177.0,7.0,1.0,1.0,0.0,9,2.0,2.0,1.0,0.0,0.0,115.0,0.0,7.0,Matches
Ezequiel Cañete,ar ARG,"FW,MF",23.0,6.6,291.0,272.0,18.0,6.0,0.0,7.0,11,6.0,5.0,1.0,3.0,0.0,212.0,1.0,6.0,Matches
Junior Marabel,py PAR,FW,24.0,6.5,162.0,147.0,15.0,1.0,0.0,1.0,6,0.0,0.0,0.0,0.0,0.0,93.0,0.0,12.0,Matches
Thiago Vecino,uy URU,FW,23.0,4.9,93.0,82.0,10.0,0.0,1.0,2.0,3,2.0,0.0,0.0,0.0,0.0,54.0,1.0,5.0,Matches
Francisco Gerometta,ar ARG,"DF,MF",23.0,5.7,280.0,218.0,61.0,5.0,0.0,0.0,31,56.0,0.0,0.0,0.0,0.0,175.0,1.0,9.0,Matches
Joaquín Mosqueira,,MF,,4.4,,,,,,,3,,,,,,,,,Matches
Mateo Del Blanco,ar ARG,"DF,MF",19.0,3.7,161.0,133.0,28.0,2.0,0.0,0.0,29,19.0,7.0,2.0,5.0,0.0,108.0,0.0,6.0,Matches
Tomás González,ar ARG,"MF,FW",19.0,2.8,81.0,77.0,4.0,0.0,0.0,1.0,13,1.0,3.0,0.0,3.0,0.0,38.0,0.0,7.0,Matches
Juan Ludueña,ar ARG,DF,19.0,2.7,,,,,,,1,,,,,,,,,Matches
Mariano Meynier,ar ARG,FW,19.0,0.9,15.0,15.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,Matches
Gastón Comas,ar ARG,MF,24.0,0.7,38.0,38.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,1.0,Matches
Bryan Castrillón,co COL,"FW,MF",23.0,2.6,82.0,75.0,7.0,1.0,0.0,0.0,14,1.0,5.0,1.0,4.0,0.0,58.0,0.0,2.0,Matches
Lisandro Morales,ar ARG,DF,19.0,0.3,,,,,,,1,,,,,,,,,Matches
Valentino Venetucci,,,,0.0,,,,,,,0,,,,,,,,,Matches
Squad Total,,,25.6,27.0,10346.0,8856.0,1459.0,368.0,18.0,67.0,556,672.0,137.0,35.0,72.0,0.0,7237.0,31.0,348.0,
Opponent Total,,,27.2,27.0,11699.0,10354.0,1288.0,354.0,15.0,99.0,501,569.0,109.0,36.0,62.0,1.0,8812.0,57.0,279.0,
