Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Claudio Corvalán,ar ARG,DF,33.0,25,2225.0,89.0,91.6,24.7,25,89.0,24,0,,1,1.2,18.0,18.0,0.0,0.0,2.63,20.4,24.7,-4.3,-0.17,0.81,Matches
Federico Vera,ar ARG,DF,24.0,24,1887.0,79.0,77.7,21.0,24,79.0,9,0,,2,1.13,12.0,16.0,-4.0,-0.19,0.14,15.1,19.0,-3.9,-0.19,0.24,Matches
Franco Calderón,ar ARG,DF,24.0,22,1970.0,90.0,81.1,21.9,22,90.0,21,0,,1,1.14,15.0,20.0,-5.0,-0.23,-0.03,18.1,23.6,-5.6,-0.25,-0.07,Matches
Imanol Machuca,ar ARG,"FW,MF",23.0,22,1860.0,85.0,76.5,20.7,22,85.0,11,0,,0,1.14,16.0,16.0,0.0,0.0,0.95,16.8,21.6,-4.8,-0.23,0.04,Matches
Mauro Luna Diale,ar ARG,"MF,FW",23.0,25,1824.0,73.0,75.1,20.3,22,79.0,6,3,25.0,0,1.2,16.0,13.0,3.0,0.15,1.48,17.0,18.3,-1.4,-0.07,0.7,Matches
Yeison Gordillo,co COL,MF,30.0,23,1791.0,78.0,73.7,19.9,20,86.0,16,3,26.0,0,1.09,16.0,13.0,3.0,0.15,1.42,16.5,16.9,-0.4,-0.02,0.84,Matches
Kevin Zenon,ar ARG,"DF,MF",21.0,21,1503.0,72.0,61.9,16.7,17,80.0,11,4,35.0,4,1.14,13.0,17.0,-4.0,-0.24,-0.05,12.7,17.7,-5.1,-0.3,-0.16,Matches
Enzo Martín Roldán,ar ARG,MF,22.0,24,1487.0,62.0,61.2,16.5,17,78.0,5,7,22.0,3,1.17,11.0,13.0,-2.0,-0.12,0.26,13.7,17.1,-3.4,-0.21,0.09,Matches
Santiago Mele,uy URU,GK,25.0,16,1440.0,90.0,59.3,16.0,16,90.0,16,0,,3,1.19,11.0,15.0,-4.0,-0.25,-0.07,13.8,17.9,-4.2,-0.26,-0.04,Matches
Jerónimo Domina,ar ARG,FW,17.0,21,1150.0,55.0,47.3,12.8,13,78.0,3,8,16.0,4,1.14,9.0,9.0,0.0,0.0,0.42,9.4,13.8,-4.5,-0.35,-0.2,Matches
Oscar Piris,ar ARG,DF,33.0,13,1079.0,83.0,44.4,12.0,12,88.0,11,1,25.0,12,0.92,9.0,12.0,-3.0,-0.25,-0.05,12.0,11.0,1.0,0.09,0.59,Matches
Luciano Aued,ar ARG,MF,35.0,18,1013.0,56.0,41.7,11.3,12,73.0,4,6,24.0,9,0.83,7.0,14.0,-7.0,-0.62,-0.69,10.8,11.1,-0.4,-0.03,0.36,Matches
Lucas Esquivel,ar ARG,DF,21.0,12,1035.0,86.0,42.6,11.5,11,90.0,11,1,45.0,4,0.75,6.0,16.0,-10.0,-0.87,-1.13,8.4,17.0,-8.5,-0.74,-0.87,Matches
Sebastián Moyano,ar ARG,GK,32.0,11,990.0,90.0,40.7,11.0,11,90.0,11,0,,16,1.0,8.0,10.0,-2.0,-0.18,0.07,8.6,11.0,-2.4,-0.22,0.04,Matches
Nicolás Paz,ar ARG,DF,20.0,11,894.0,81.0,36.8,9.9,11,81.0,5,0,,5,1.64,8.0,3.0,5.0,0.5,1.15,6.2,9.0,-2.9,-0.29,-0.07,Matches
Daniel Juárez,ar ARG,"MF,FW",21.0,16,651.0,41.0,26.8,7.2,9,61.0,0,7,14.0,5,0.81,5.0,10.0,-5.0,-0.69,-0.64,7.2,8.5,-1.3,-0.18,0.09,Matches
