Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Ignacio De Arruabarrena,uy URU,GK,26-348,15.0,540,436,535,5,0,0,540,0,0,,0,,271,1517,890,0,0,0,0,0,205,1,Matches
Rafa Mújica,es ESP,FW,25-062,13.4,359,8,24,140,201,71,359,25,12,48.0,12,48.0,217,1251,583,19,12,10,46,21,254,74,Matches
Cristo González,es ESP,"FW,MF",26-067,12.8,539,4,45,245,263,54,538,34,17,50.0,14,41.2,321,1706,959,31,25,9,36,16,408,96,Matches
Morlaye Sylla,gn GUI,MF,25-156,12.0,665,10,103,376,194,13,664,19,10,52.6,8,42.1,352,1909,910,19,20,3,12,6,451,33,Matches
David Simão,pt POR,MF,33-229,12.0,857,19,160,543,160,2,857,12,8,66.7,1,8.3,450,2199,1075,7,9,0,10,6,619,18,Matches
Jason,es ESP,"MF,FW",29-177,11.8,569,8,78,252,249,22,569,32,10,31.3,17,53.1,306,2000,877,23,25,7,22,11,366,99,Matches
Francisco Montero,es ESP,DF,24-350,12.0,833,98,419,388,29,7,833,4,3,75.0,1,25.0,449,2546,1504,7,4,0,1,2,548,4,Matches
Nino Galović,hr CRO,DF,31-177,11.8,693,80,361,322,12,6,693,1,1,100.0,0,0.0,401,1988,1020,2,0,0,3,0,474,1,Matches
Tiago Esgaio,pt POR,DF,28-151,11.5,813,39,276,344,195,19,813,6,4,66.7,2,33.3,307,1425,727,14,12,1,8,3,411,44,Matches
Eboue Kouassi,ci CIV,MF,26-017,7.6,434,33,123,269,46,9,434,4,1,25.0,2,50.0,201,897,390,3,3,0,8,4,267,5,Matches
Weverson,br BRA,"DF,MF",23-178,6.9,411,19,108,178,127,6,411,8,3,37.5,5,62.5,177,864,486,11,7,1,10,3,239,45,Matches
Rafael Fernandes,pt POR,DF,21-185,7.4,452,46,217,217,24,5,452,6,5,83.3,1,16.7,257,1239,803,5,8,0,2,0,314,2,Matches
Alfonso Trezza,uy URU,"FW,MF",24-191,6.8,279,5,64,120,97,10,279,20,6,30.0,11,55.0,146,705,292,7,8,1,15,5,167,45,Matches
Bogdan Milovanov,ua UKR,"DF,MF",25-255,6.3,417,21,123,205,93,6,417,8,3,37.5,4,50.0,165,719,364,8,7,1,7,2,201,28,Matches
Pedro Santos,pt POR,MF,23-079,2.6,251,1,34,169,50,4,251,7,3,42.9,4,57.1,173,1062,499,14,4,0,4,2,202,8,Matches
Oriol Busquets,es ESP,MF,24-344,2.5,143,9,38,84,22,0,143,1,0,0.0,1,100.0,71,279,136,1,1,0,1,0,108,3,Matches
Quaresma,br BRA,DF,27-130,2.1,129,6,37,55,39,2,129,11,9,81.8,2,18.2,49,272,147,4,1,0,4,0,62,11,Matches
Matí­as Rocha,uy URU,DF,22-320,0.6,39,7,25,14,0,0,39,1,1,100.0,0,0.0,28,118,28,0,0,0,0,0,29,0,Matches
Jerome Opoku,gh GHA,DF,25-077,1.5,68,13,40,22,8,3,68,3,1,33.3,2,66.7,31,274,127,0,0,0,1,0,43,1,Matches
Vitinho,br BRA,"FW,MF",23-360,0.9,60,0,8,31,23,4,60,3,1,33.3,1,33.3,40,248,140,2,1,0,4,2,43,11,Matches
Miguel Puche García,es ESP,"FW,MF",22-244,2.1,100,2,12,38,51,7,100,7,2,28.6,5,71.4,56,418,173,7,2,3,8,6,67,21,Matches
André Bukia,cd COD,"MF,FW",28-302,1.3,100,0,10,30,61,6,100,4,1,25.0,3,75.0,61,473,276,15,5,3,6,3,73,23,Matches
Moses Yaw,gh GHA,"DF,MF",24-357,0.7,48,2,15,30,3,0,48,3,0,0.0,2,66.7,17,159,70,2,1,0,2,2,25,0,Matches
Benji Michel,us USA,"FW,MF",26-068,0.3,22,0,4,11,8,4,22,2,0,0.0,2,100.0,11,75,40,2,1,0,3,2,14,2,Matches
Yusuf Lawal,ng NGA,"FW,MF",25-282,0.3,14,0,0,2,12,0,14,2,1,50.0,1,50.0,9,73,62,2,1,0,0,1,11,4,Matches
Squad Total,,,26.8,15.0,8835,866,2859,4090,1967,260,8833,223,102,45.7,101,45.3,4566,24416,12578,205,157,39,213,97,5601,579,
Opponent Total,,,26.9,15.0,8550,863,2785,3928,1936,299,8544,270,129,47.8,120,44.4,4575,23776,12263,216,172,49,214,98,5315,541,
