Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Ignacio De Arruabarrena,uy URU,GK,26-348,15.0,335,499,67.1,8889,6828,72,73,98.6,159,164,97.0,103,260,39.6,0,0.0,0.0,0.0,0,3,0,0,1,Matches
Rafa Mújica,es ESP,FW,25-062,13.4,153,195,78.5,1952,233,109,127,85.8,32,45,71.1,7,9,77.8,0,0.6,0.3,-0.6,11,3,3,0,10,Matches
Cristo González,es ESP,"FW,MF",26-067,12.8,279,384,72.7,4078,1065,160,190,84.2,96,128,75.0,12,26,46.2,2,2.0,2.5,0.0,19,31,16,2,54,Matches
Morlaye Sylla,gn GUI,MF,25-156,12.0,450,554,81.2,7708,2062,203,227,89.4,192,223,86.1,42,72,58.3,4,1.5,1.5,2.5,23,52,13,1,67,Matches
David Simão,pt POR,MF,33-229,12.0,609,771,79.0,11577,3901,254,289,87.9,262,307,85.3,87,147,59.2,3,2.2,1.5,0.8,19,73,8,3,92,Matches
Jason,es ESP,"MF,FW",29-177,11.8,310,443,70.0,5230,1573,152,175,86.9,118,163,72.4,29,62,46.8,1,1.2,1.5,-0.2,16,20,13,4,41,Matches
Francisco Montero,es ESP,DF,24-350,12.0,572,704,81.3,11587,3954,170,195,87.2,314,345,91.0,84,149,56.4,0,0.0,0.1,0.0,1,44,3,0,45,Matches
Nino Galović,hr CRO,DF,31-177,11.8,533,607,87.8,10725,3806,160,172,93.0,300,319,94.0,69,104,66.3,1,0.5,0.2,0.5,2,28,1,0,33,Matches
Tiago Esgaio,pt POR,DF,28-151,11.5,518,693,74.7,9281,3694,219,262,83.6,235,297,79.1,53,92,57.6,2,1.9,1.5,0.1,14,38,8,5,56,Matches
Eboue Kouassi,ci CIV,MF,26-017,7.6,299,348,85.9,5068,1359,143,162,88.3,128,142,90.1,22,32,68.8,0,0.3,0.6,-0.3,4,24,4,0,26,Matches
Weverson,br BRA,"DF,MF",23-178,6.9,257,342,75.1,4288,1235,142,153,92.8,87,108,80.6,25,58,43.1,1,1.2,0.9,-0.2,8,20,8,6,20,Matches
Rafael Fernandes,pt POR,DF,21-185,7.4,347,382,90.8,6267,2343,133,139,95.7,186,195,95.4,27,39,69.2,0,0.1,0.1,-0.1,2,24,0,0,26,Matches
Alfonso Trezza,uy URU,"FW,MF",24-191,6.8,127,194,65.5,2025,657,66,81,81.5,46,66,69.7,9,24,37.5,0,0.3,0.3,-0.3,6,15,2,0,18,Matches
Bogdan Milovanov,ua UKR,"DF,MF",25-255,6.3,230,333,69.1,4186,1293,100,124,80.6,104,136,76.5,23,57,40.4,0,0.2,0.4,-0.2,2,19,5,5,21,Matches
Pedro Santos,pt POR,MF,23-079,2.6,202,229,88.2,3831,1017,79,86,91.9,91,97,93.8,29,40,72.5,0,0.1,0.2,-0.1,3,29,2,0,31,Matches
Oriol Busquets,es ESP,MF,24-344,2.5,114,127,89.8,1870,444,46,48,95.8,52,57,91.2,10,15,66.7,0,0.0,0.1,0.0,0,10,1,0,8,Matches
Quaresma,br BRA,DF,27-130,2.1,71,97,73.2,1230,439,33,38,86.8,27,34,79.4,8,16,50.0,1,0.6,0.1,0.4,3,5,3,2,7,Matches
Matí­as Rocha,uy URU,DF,22-320,0.6,27,35,77.1,452,179,10,12,83.3,17,18,94.4,0,5,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Jerome Opoku,gh GHA,DF,25-077,1.5,37,48,77.1,705,207,15,16,93.8,16,16,100.0,5,10,50.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Vitinho,br BRA,"FW,MF",23-360,0.9,31,42,73.8,537,134,15,19,78.9,12,14,85.7,3,6,50.0,0,0.0,0.2,0.0,1,5,0,0,5,Matches
Miguel Puche García,es ESP,"FW,MF",22-244,2.1,50,65,76.9,678,90,27,30,90.0,18,23,78.3,1,5,20.0,0,0.4,0.2,-0.4,5,2,2,0,4,Matches
André Bukia,cd COD,"MF,FW",28-302,1.3,48,71,67.6,740,240,24,29,82.8,15,21,71.4,5,12,41.7,1,0.4,0.5,0.6,4,5,5,4,11,Matches
Moses Yaw,gh GHA,"DF,MF",24-357,0.7,32,39,82.1,598,306,13,13,100.0,12,16,75.0,5,7,71.4,0,0.0,0.0,0.0,0,2,1,1,1,Matches
Benji Michel,us USA,"FW,MF",26-068,0.3,7,13,53.8,113,32,5,8,62.5,1,3,33.3,1,1,100.0,0,0.1,0.0,-0.1,1,3,0,0,3,Matches
Yusuf Lawal,ng NGA,"FW,MF",25-282,0.3,10,13,76.9,173,54,4,4,100.0,5,6,83.3,1,1,100.0,0,0.1,0.1,-0.1,3,0,1,1,2,Matches
Squad Total,,,26.8,15.0,5648,7228,78.1,103788,37145,2354,2672,88.1,2525,2943,85.8,660,1249,52.8,16,13.5,12.8,2.5,147,455,99,34,584,
Opponent Total,,,26.9,15.0,5362,6911,77.6,99587,35442,2289,2637,86.8,2301,2716,84.7,658,1185,55.5,15,11.9,14.5,3.1,118,426,120,41,549,
