Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Ignacio De Arruabarrena,uy URU,GK,26-348,15.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rafa Mújica,es ESP,FW,25-062,13.4,8,50,23,46.0,3.72,1.71,0.16,0.35,14.3,0,0,0,6.9,6.9,0.14,1.1,1.1,Matches
Cristo González,es ESP,"FW,MF",26-067,12.8,6,56,19,33.9,4.37,1.48,0.11,0.32,20.2,3,0,1,4.4,3.6,0.06,1.6,2.4,Matches
Morlaye Sylla,gn GUI,MF,25-156,12.0,1,17,5,29.4,1.41,0.42,0.06,0.2,26.2,1,0,1,2.2,1.4,0.08,-1.2,-0.4,Matches
David Simão,pt POR,MF,33-229,12.0,0,3,1,33.3,0.25,0.08,0.0,0.0,28.7,2,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Jason,es ESP,"MF,FW",29-177,11.8,3,30,10,33.3,2.54,0.85,0.1,0.3,22.6,3,0,0,2.6,2.6,0.09,0.4,0.4,Matches
Francisco Montero,es ESP,DF,24-350,12.0,1,4,1,25.0,0.33,0.08,0.25,1.0,7.0,0,0,0,0.8,0.8,0.2,0.2,0.2,Matches
Nino Galović,hr CRO,DF,31-177,11.8,0,3,0,0.0,0.25,0.0,0.0,,9.9,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
Tiago Esgaio,pt POR,DF,28-151,11.5,0,8,1,12.5,0.7,0.09,0.0,0.0,12.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Eboue Kouassi,ci CIV,MF,26-017,7.6,0,6,3,50.0,0.79,0.4,0.0,0.0,13.5,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Weverson,br BRA,"DF,MF",23-178,6.9,0,2,0,0.0,0.29,0.0,0.0,,28.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Rafael Fernandes,pt POR,DF,21-185,7.4,0,2,1,50.0,0.27,0.13,0.0,0.0,6.8,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches
Alfonso Trezza,uy URU,"FW,MF",24-191,6.8,0,7,2,28.6,1.03,0.29,0.0,0.0,14.3,0,0,0,0.9,0.9,0.13,-0.9,-0.9,Matches
Bogdan Milovanov,ua UKR,"DF,MF",25-255,6.3,0,1,0,0.0,0.16,0.0,0.0,,13.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Pedro Santos,pt POR,MF,23-079,2.6,1,1,1,100.0,0.39,0.39,1.0,1.0,7.8,0,0,0,0.3,0.3,0.27,0.7,0.7,Matches
Oriol Busquets,es ESP,MF,24-344,2.5,0,1,0,0.0,0.4,0.0,0.0,,29.5,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Quaresma,br BRA,DF,27-130,2.1,0,2,0,0.0,0.94,0.0,0.0,,27.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Matí­as Rocha,uy URU,DF,22-320,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jerome Opoku,gh GHA,DF,25-077,1.5,0,1,0,0.0,0.67,0.0,0.0,,11.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Vitinho,br BRA,"FW,MF",23-360,0.9,0,3,0,0.0,3.42,0.0,0.0,,22.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Miguel Puche García,es ESP,"FW,MF",22-244,2.1,0,6,4,66.7,2.92,1.95,0.0,0.0,31.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
André Bukia,cd COD,"MF,FW",28-302,1.3,1,5,1,20.0,3.75,0.75,0.2,1.0,19.3,1,0,0,0.6,0.6,0.12,0.4,0.4,Matches
Moses Yaw,gh GHA,"DF,MF",24-357,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Benji Michel,us USA,"FW,MF",26-068,0.3,0,1,0,0.0,3.33,0.0,0.0,,10.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Yusuf Lawal,ng NGA,"FW,MF",25-282,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,26.8,15.0,21,209,72,34.4,13.93,4.8,0.1,0.29,18.9,10,0,2,20.3,18.7,0.09,0.7,2.3,
Opponent Total,,,26.9,15.0,20,157,55,35.0,10.47,3.67,0.1,0.29,18.3,4,4,6,18.3,13.8,0.09,1.7,2.2,
