Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Ignacio De Arruabarrena,uy URU,GK,26-348,15.0,2,1,2,0,0,2,3,66.7,1,0,0,0,0,2,12,2,Matches
Rafa Mújica,es ESP,FW,25-062,13.4,9,7,3,4,2,0,6,0.0,6,12,1,11,4,13,7,0,Matches
Cristo González,es ESP,"FW,MF",26-067,12.8,8,5,1,3,4,5,16,31.3,11,4,0,4,3,11,5,0,Matches
Morlaye Sylla,gn GUI,MF,25-156,12.0,23,14,6,11,6,12,25,48.0,13,17,1,16,14,37,9,0,Matches
David Simão,pt POR,MF,33-229,12.0,15,9,9,6,0,9,25,36.0,16,17,4,13,15,30,9,1,Matches
Jason,es ESP,"MF,FW",29-177,11.8,10,8,4,5,1,5,17,29.4,12,12,1,11,6,16,3,0,Matches
Francisco Montero,es ESP,DF,24-350,12.0,14,9,12,2,0,6,14,42.9,8,15,7,8,14,28,64,1,Matches
Nino Galović,hr CRO,DF,31-177,11.8,7,5,3,2,2,4,10,40.0,6,7,5,2,7,14,52,0,Matches
Tiago Esgaio,pt POR,DF,28-151,11.5,31,16,21,9,1,22,31,71.0,9,13,4,9,13,44,30,0,Matches
Eboue Kouassi,ci CIV,MF,26-017,7.6,13,7,5,8,0,5,12,41.7,7,11,5,6,6,19,24,0,Matches
Weverson,br BRA,"DF,MF",23-178,6.9,13,7,5,5,3,9,11,81.8,2,8,2,6,8,21,13,0,Matches
Rafael Fernandes,pt POR,DF,21-185,7.4,9,6,7,2,0,5,5,100.0,0,5,4,1,8,17,30,0,Matches
Alfonso Trezza,uy URU,"FW,MF",24-191,6.8,13,10,9,4,0,6,19,31.6,13,9,0,9,5,18,7,0,Matches
Bogdan Milovanov,ua UKR,"DF,MF",25-255,6.3,29,19,13,12,4,18,24,75.0,6,2,0,2,10,39,20,0,Matches
Pedro Santos,pt POR,MF,23-079,2.6,3,2,1,2,0,2,10,20.0,8,4,1,3,5,8,0,0,Matches
Oriol Busquets,es ESP,MF,24-344,2.5,2,1,2,0,0,1,2,50.0,1,3,2,1,2,4,5,0,Matches
Quaresma,br BRA,DF,27-130,2.1,4,3,3,1,0,3,8,37.5,5,5,1,4,3,7,5,0,Matches
Matí­as Rocha,uy URU,DF,22-320,0.6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0,Matches
Jerome Opoku,gh GHA,DF,25-077,1.5,1,0,0,0,1,0,0,,0,2,0,2,0,1,9,0,Matches
Vitinho,br BRA,"FW,MF",23-360,0.9,3,3,2,0,1,1,2,50.0,1,2,0,2,2,5,1,0,Matches
Miguel Puche García,es ESP,"FW,MF",22-244,2.1,3,1,3,0,0,1,2,50.0,1,0,0,0,1,4,1,0,Matches
André Bukia,cd COD,"MF,FW",28-302,1.3,5,4,3,1,1,3,5,60.0,2,2,0,2,1,6,1,0,Matches
Moses Yaw,gh GHA,"DF,MF",24-357,0.7,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,1,0,Matches
Benji Michel,us USA,"FW,MF",26-068,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Yusuf Lawal,ng NGA,"FW,MF",25-282,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,26.8,15.0,218,138,115,77,26,120,249,48.2,129,151,38,113,127,345,313,4,
Opponent Total,,,26.9,15.0,198,120,101,75,22,101,203,49.8,102,189,67,122,114,312,330,7,
